sample	station	event_date	marine_biome	ocean_region	biogeo_province	depth	biomeplot	polar	complete	coral_station	Season	Season.moment	Month	Season.code	Season.moment.code	Depth.nominal	Depth.top.min	Depth.bottom.max	Marine.biome	Ocean.region	Biogeographical.province	pH	CO2	CO2.partial.pressure	CO2.fugacity	HCO3	CO3	Carbon.total	Alkalinity.total	Calcite.saturation.state	Aragonite.saturation.state	NO2	PO4	NO2NO3	Si	NO3	Temperature	Conductivity	Salinity	Density	Oxygen	ChlorophyllA	Ang.scat.coef.470nm	Opt.backscat.coef.470nm	Part.backscat.coef	Fluorescence	Opt.beam.att.coef.660nm	Part.beam.att.coef	PAR.PC	PAR.TO	Ice.free.period	Moon.phase.prop	Sunshine.duration	Iron.5m	Iron.5m.v2	Ammonium.5m	NO2.5m	NO3.5m	NPP.uqartakuvik	NPP.vgpm	Gradient.Surface.temp.SST.	Okubo.Weiss	Lyapunov	Residence.time	acCDOM	acCDOM.atsushi	sCDOM.atsushi	Depth.euph.zone	Depth.Mixed.Layer	Depth.chloro.max	Depth.max.Brunt.Väisälä	Depth.Max.O2	Depth.Min.O2	Depth.nitracline	Carbon.flux	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC.heterotrophs.cells.mL	FC.autotrophs.cells.mL	FC.bacteria.cells.mL	FC.picoeukaryotes.cells.mL	minimum.generation.time.h	OR	lat	long
TARA_128_SRF	TARA_128	2011-09-04	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	SRF	Trades	Non polar	yes	no	winter	late	9	4	3	5	3	7	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	NA	NA	NA	NA	0	0.0127	0.0061	0.0015	0	0.0013	0.2715	0.53975	5.0815	2.668	2.964091	26.218438	54.527743	35.129025	23.062688	180.67375	0.25349	0.000239	0.000826	0.002475	1.682422	0.109414	0.09838	NA	29.350133	365	0.48	727	3.34505792428293e-06	3.35e-06	0.0324202543124557	0.0788008189604928	3.82748258113861	NA	483.8265	0.28378	0.069092	0.115437	0	0.0166690964251757	NA	NA	74.3731842041016	77	29	101	14	483	281	1.603752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	0.001	-153.6387
TARA_128_DCM	TARA_128	2011-09-05	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	DCM	Trades	Non polar	yes	no	winter	late	9	4	3	40	38	42	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	NA	NA	NA	NA	0	0.0203	0.0082	0.0036	0	0.002	0.2835	0.54925	5.264	2.7405	3.000673	26.139288	54.483871	35.146525	23.1032	177.673063	0.28262	0.000235	0.000797	0.002446	1.708381	0.104657	0.093623	NA	NA	365	0.58	727	3.34505792428293e-06	3.35e-06	0.0324202543124557	0.0788008189604928	3.82748258113861	NA	483.8265	0.31764	0.069092	0.115437	0	0.0163939027115703	NA	NA	75.1360473632812	64	43	113	15	376	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPO	0.001	-153.6387
TARA_129_SRF	TARA_129	2011-09-10	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	SRF	Trades	Non polar	no	no	summer	late	9	2	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	NA	NA	NA	NA	0	0.0057	0.0025	0.0016	0	9e-04	0.042	0.225	0.4145	1.3695	0	28.29544	56.184399	34.74947	22.10997	185.28475	0.21374	0.000197	0.000595	0.002241	1.600104	0.081837	0.065781	NA	NA	365	0.96	732	3.42613884640741e-06	3.43e-06	0.0120129918990036	0.00482396276978155	3.23666127522786	NA	NA	0.35133	0.002842	0.045416	1.083333	0.0111637972295284	NA	NA	84.063404083252	81	81	110	39	169	153	2.05399366666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	6.6037	-153.0424
TARA_129_DCM	TARA_129	2011-09-11	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	DCM	Trades	Non polar	no	no	summer	late	9	2	3	85	80	90	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	NA	NA	NA	NA	0	0.015	0.004	0.0025	5e-04	7e-04	0.6895	0.332	1.1285	1.448	0	28.308435	56.301308	34.798985	22.14902	183.1609	0.214085	2e-04	0.00062	0.002266	1.683812	0.078943	0.062851	NA	NA	365	0.99	731	3.42613884640741e-06	3.43e-06	0.0120129918990036	0.00482396276978155	3.23666127522786	NA	NA	0.18099	0.002842	0.045416	1.083333	0.0108094178140163	NA	NA	86.7029762268066	91	80	117	41	169	154	2.281207875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	6.6037	-153.0424
TARA_130_SRF	TARA_130	2011-09-13	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	SRF	Trades	Non polar	no	no	summer	late	9	2	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	8.051518	10.260582	384.416287	383.242037	0	0.0032	0.0013	0	0	6e-04	0.0075	0.186	NA	0.645	0	27.5021	54.970652	34.482	22.167425	187.241125	0.110735	0.000197	0.000517	0.00216	1.408909	0.053608	0.036271	NA	NA	365	0.99	733	3.44889489648873e-06	3.45e-06	0.0140573023818433	0.003117687573346	2.23579090833664	NA	NA	0.28245	-0.181183	0.100184	1.611111	0.00605129590258002	NA	NA	99.531307220459	58	89	88	78	274	116	1.12290177777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	11.2461	-152.4717
TARA_131_SRF	TARA_131	2011-09-29	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	SRF	Trades	Non polar	no	no	summer	late	9	2	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	8.063169	10.415695	379.772378	378.594102	0	0.0035	0.0026	0	0	6e-04	0.0015	0.0457	0.018	1.0473	0	26.275305	54.787087	35.27298	23.153445	194.93045	0.097229	0.000222	0.000731	0.00238	1.322836	0.078116	0.05872	NA	34.262057	365	0.06	719	0.000198943010521665	0.0001989430105	0.0158399121525387	0.00588271297359218	0.00245108513142137	NA	NA	0.20392	-0.047315	0.05711	0	0.00636384054087102	NA	NA	95.3311309814453	64	135	80	95	784	462	0.891875666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	22.7035	-158.0353
TARA_131_DCM	TARA_131	2011-09-30	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	DCM	Trades	Non polar	no	no	autumn	early	9	3	1	110	106	115	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	NA	NA	NA	NA	0	0.02915	0.00525	0.00155	0	6e-04	0.01	0.0172	0.006	1.6413	0	22.3077	50.721012	35.305705	24.36847	204.16885	0.11445	0.000181	0.000443	0.002097	1.672468	0.052262	0.043301	NA	0.087692	365	0.13	718	0.000198943010521665	0.0001989430105	0.0158399121525387	0.00588271297359218	0.00245108513142137	NA	NA	0.18662	-0.047315	0.05711	0	0.00730161694809794	NA	NA	92.0639343261719	56	114	86	117	159	166	0.7624465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	22.7035	-158.0353
TARA_132_DCM	TARA_132	2011-10-05	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	DCM	Westerlies	Non polar	yes	no	autumn	early	10	3	1	115	113	117	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	NA	NA	NA	NA	0	0.041	0.0099	0.0055	9e-04	0.0011	0.017	0.1252	0.047	4.4468	0	15.321075	42.616726	34.39568	25.4389	222.94125	0.158691	0.000181	0.000357	0.002018	1.910665	0.049509	0.035929	NA	0.028906	365	0.64	705	0.000814380095107481	0.0008143800951	0.022323497881492	0.0235012033954263	0.00161844523972832	NA	246.522	0.8637	0.134524	0.043804	0	0.00614724983461201	NA	NA	106.653713226318	45	103	56	52	520	127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	31.471	-159.101
TARA_132_SRF	TARA_132	2011-10-04	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	SRF	Westerlies	Non polar	no	no	autumn	early	10	3	1	5	3	7	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	NA	NA	NA	NA	0	0.0035	0.0024	0	0	7e-04	0.002	0.0062	0.01	2.4278	0	25.164595	53.502539	35.19025	23.434915	197.7245	0.101563	0.000186	0.000397	0.002047	1.397096	0.052276	0.038696	NA	16.532129	365	0.54	707	0.000814380095107481	0.0008143800951	0.022323497881492	0.0235012033954263	0.00161844523972832	NA	263.25375	0.28116	0.134524	0.043804	0	0.00736708240583539	NA	NA	98.8498725891113	42	107	52	50	1026	1055	0.159197111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	31.471	-159.101
TARA_133_SRF	TARA_133	2011-10-18	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	SRF	Westerlies	Non polar	yes	no	autumn	early	10	3	1	5	3	7	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	NA	NA	NA	NA	0	0.01845	0.00805	0.0022	0.00045	0.0025	0.002	0.2925	0.011	1.95475	0	19.24802	44.830135	33.07013	23.48431	223.159	0.140785	0.000312	0.001156	0.002794	1.791365	0.147345	0.099243	NA	19.106109	365	0.67	674	0.000164223571725112	0.0001642235717	0.0196726736612618	0.0100270134862512	0.00480180848292851	NA	599.163	0.87662	-0.465615	0.043359	41.555556	0.019749341532588	NA	NA	60.6615524291992	11	39	41	33	532	95	1.95296311111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	35.2698	-127.7268
TARA_133_DCM	TARA_133	2011-10-18	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	DCM	Westerlies	Non polar	yes	no	autumn	early	10	3	1	45	43	47	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	NA	NA	NA	NA	0	0.10295	0.03465	0.0169	0.00685	0.00555	0.06	0.43225	0.92875	2.65725	1.185394	13.874505	39.908694	33.208145	24.82737	236.1591	0.389715	0.000356	0.00146	0.003115	2.683702	0.209146	0.15965	NA	0.308074	365	0.67	674	0.000164223571725112	0.0001642235717	0.0196726736612618	0.0100270134862512	0.00480180848292851	NA	599.163	1.0633	-0.465615	0.043359	41.555556	0.0194713491946459	NA	NA	60.9524269104004	11	32	38	29	530	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	35.2698	-127.7268
TARA_134_SRF	TARA_134	2011-10-22	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	SRF	Coastal	Non polar	no	no	autumn	early	10	3	1	5	3	7	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	NA	NA	NA	NA	0	0.0643	0.0308	0.00825	0.00475	0.00555	0.015167	0.288583	0.029292	1.223291	0	17.46236	43.585026	33.468295	24.22939	226.8945	0.253087	0.000331	0.001278	0.002925	2.173314	0.188062	0.125806	NA	8.648973	365	0.25	671	3.09178764534105e-05	3.09e-05	0.02311654544125	0.018942721420899	0.563421162776649	NA	NA	0.12666	-0.987565	0.03401	47.527778	NA	NA	NA	NA	31	13	41	13	631	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	32.6002	-121.9759
TARA_135_DCM	TARA_135	2011-10-23	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	DCM	Coastal	Non polar	no	no	autumn	middle	10	3	2	30	28	32	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	NA	NA	NA	NA	0	0.1078	0.09525	0.0271	0.0147	0.0073	0.128209	0.370333	1.011	1.615166	0.065956	16.2703	42.406729	33.417845	24.46531	226.2744	0.267761	0.000396	0.001691	0.00334	2.413609	0.194808	0.12338	NA	0.390236	365	0.16	669	3.36041846746108e-05	3.36e-05	0.0227338994542758	0.0203621654460828	0.539206755890821	NA	NA	1.4971	-1.155182	0.047316	41.666667	NA	NA	NA	NA	30	30	43	13	511	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	32.931	-121.8645
TARA_135_SRF	TARA_135	2011-10-23	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	SRF	Coastal	Non polar	no	no	autumn	middle	10	3	2	5	3	7	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	NA	NA	NA	NA	0	0.0643	0.0308	0.00825	0.00475	0.00555	0.015167	0.288583	0.029292	1.223291	0	17.01107	43.091202	33.41376	24.29167	230.6281	0.214419	0.000329	0.001228	0.002875	2.158346	0.197013	0.125585	NA	7.776978	365	0.16	669	3.36041846746108e-05	3.36e-05	0.0227338994542758	0.0203621654460828	0.539206755890821	NA	NA	1.1531	-1.155182	0.047316	41.666667	NA	NA	NA	NA	27	32	40	14	568	568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	32.931	-121.8645
TARA_136_SRF	TARA_136	2011-11-30	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	SRF	Trades	Non polar	no	no	autumn	late	11	3	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	NA	NA	NA	NA	0	0.0109	0.0051	0.002	0	7e-04	0.0145	0.3115	0.242	1.7995	0	24.612275	52.032523	34.524725	23.0995	201.518375	0.184438	0.00025	0.000789	0.002433	1.639171	0.150442	0.076614	NA	16.754029	365	0.31	671	5.27589274952334e-05	5.28e-05	0.0126605637681981	0.00799120978141824	0.567577510732614	NA	NA	0.14708	-0.588642	0.071185	44.027778	0.0181973148137331	NA	NA	66.2877311706543	43	47	54	13	370	48	0.234339444444445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	17.0013	-118.9386
TARA_137_SRF	TARA_137	2011-12-02	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	SRF	Trades	Non polar	yes	no	autumn	late	12	3	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	7.994835	12.327003	448.50297	447.114982	0	0.0118	0.0081	0.0044	0	0.0022	0.067	0.456	2.444	2.538	3.740793	26.478605	53.022237	33.84798	22.01524	195.77195	0.251665	0.000283	0.001028	0.002665	1.755806	0.175867	0.099633	NA	21.249675	365	0.51	681	4.21179189894853e-06	4.21e-06	0.0162001790789266	0.0237649796375384	3.00637382268906	NA	446.388	0.53045	0.075315	0.032361	0	0.019788752309978	NA	NA	59.056489944458	28	34	39	16	206	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	14.1146	-116.7633
TARA_137_DCM	TARA_137	2011-12-02	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	DCM	Trades	Non polar	no	no	autumn	late	12	3	3	40	38	42	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	NA	NA	NA	NA	0	0.0606	0.0228	0.0238	0.0051	0.0066	0.3055	0.884	6.0475	4.661	7.312792	20.58574	47.779965	34.366025	24.14088	123.201	0.366719	0.000333	0.001374	0.003021	2.394612	0.197974	0.12174	NA	0.645405	365	0.51	681	4.21179189894853e-06	4.21e-06	0.0162001790789266	0.0237649796375384	3.00637382268906	NA	452.195	0.53045	0.075315	0.032361	0	0.0184676647186279	NA	NA	59.8825378417969	28	34	39	16	206	39	0.349598333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	14.1146	-116.7633
TARA_138_SRF	TARA_138	2011-12-10	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	SRF	Trades	Non polar	yes	no	autumn	late	12	3	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	8.070004	9.803891	356.94714	355.844759	0	0.0059	0.0032	0	0	8e-04	0.003	0.1575	0.002	1.1855	0.803918	26.605515	52.694447	33.52041	21.72899	196.2029	0.125361	0.000222	0.000574	0.002208	1.444322	0.123068	0.04169	NA	NA	365	1	706	4.68884991278173e-06	4.69e-06	0.0131725465568403	0.0204162315155069	2.89127292235692	NA	281.582	0.37589	-0.002795	0.020154	0	NA	NA	NA	NA	45	55	57	13	483	64	1.83943933333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	6.0371	-102.9692
TARA_138_DCM	TARA_138	2011-12-11	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	DCM	Trades	Non polar	yes	no	autumn	late	12	3	3	60	55	64	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	NA	NA	NA	NA	0	0.0475	0.0132	0.0089	0.0018	0.0027	0.464	1.108	12.904	8.073	25.65001	17.291965	44.848182	34.664045	25.194555	41.52515	0.219944	0.000202	0.000433	0.002088	2.388755	0.12968	0.048243	NA	NA	365	0.99	706	4.68884991278173e-06	4.69e-06	0.0131725465568403	0.0204162315155069	2.89127292235692	NA	282.98	0.22659	-0.002795	0.020154	0	0.00936383055523038	NA	NA	88.358325958252	42	50	53	14	120	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	6.0371	-102.9692
TARA_139_SRF	TARA_139	2011-12-15	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	SRF	Trades	Non polar	no	no	autumn	late	12	3	3	5	3	7	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	7.981318	12.680073	458.240202	456.82002	0	0.0769	0.06825	0.02775	0.0028	0.00935	0.0995	0.55525	4.49825	3.454	2.969288	26.396617	52.041011	33.205433	21.557358	183.942	0.348423	0.000378	0.001655	0.003287	1.908432	0.233613	0.154627	NA	NA	365	0.77	705	4.50406525942526e-06	4.5e-06	0.0163442466097573	0.0415434655733407	3.95397466421127	NA	NA	0.12938	-1.751306	0.029167	13.861111	NA	NA	NA	NA	20	22	22	13	438	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	6.4789	-94.9784
TARA_140_SRF	TARA_140	2011-12-21	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CAMR] Central American Coastal Province (MRGID:21494)	SRF	Coastal	Non polar	yes	no	winter	early	12	4	1	5	3	7	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CAMR] Central American Coastal Province (MRGID:21494)	8.078013	9.035155	321.70056	320.706913	0	0.01655	0.04365	0.0037	0.00445	0.0054	0.0043	0.09345	0.00275	0.63375	0	26.555663	46.198533	28.922675	18.28625	205.411	0.182274	0.000338	0.001272	0.002864	1.782691	0.191843	0.110938	NA	23.370476	365	0.14	702	3.48385324286937e-05	NA	0.0178455666949352	0.0158674306391428	1.65734760851289	NA	456.336	0.26871	0.254223	0	2	0.0175218302756548	NA	NA	61.3281135559082	25	22	36	13	222	39	4.09423822222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NPO	7.4117	-79.3026
TARA_141_SRF	TARA_141	2011-12-30	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GUIA] Guianas Coastal Province (MRGID:21463)	SRF	Coastal	Non polar	yes	no	winter	early	12	4	1	5	3	7	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GUIA] Guianas Coastal Province (MRGID:21463)	8.06296	9.964816	369.57032	368.436099	NA	NA	NA	NA	NA	NA	0.00205	0.0132	5e-04	1.1195	0	27.1673	55.076186	34.80515	22.518037	195.502875	0.094165	0.000367	0.001458	0.003103	1.82175	0.194166	0.092864	NA	NA	365	0.33	694	0.00137891847407445	NA	0.00802205262395243	0.0179030975947777	0.02521436351041	NA	494.7895	0.2852	NA	0	0	NA	NA	NA	NA	34	38	66	13	488	968	18.2834733333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	9.8321	-80.1047
TARA_142_SRF	TARA_142	2012-01-09	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	SRF	Coastal	Non polar	no	no	winter	early	1	4	1	5	3	7	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	8.0769	10.431768	370.888929	369.721337	0	0.0392	0.018	0.001	0.0016	5e-04	0.0195	0.003	0.049	1.218	0	24.98456	54.639736	36.177285	24.236425	195.54125	0.123459	0.000225	0.000518	0.002177	1.604851	0.156071	0.068816	NA	18.336382	365	1	639	0.00116824960180869	0.001168249602	0.00934025567645828	0.0434836197334031	0.254889735331138	NA	351.125	0.30297	-2.922481	0.044572	25.75	0.0176433427259326	NA	NA	71.9825744628906	151	117	160	13	606	975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	25.4925	-88.3432
TARA_142_DCM	TARA_142	2012-01-09	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	DCM	Coastal	Non polar	yes	no	winter	early	1	4	1	125	123	127	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CARB] Caribbean Province (MRGID:21466)	NA	NA	NA	NA	0	0.041	0.0189	0.001	0.0019	6e-04	0.0175	NA	0.0615	1.168	0	24.961605	54.669538	36.17927	24.25287	193.38225	0.114913	0.000219	0.000478	0.002137	1.681699	0.133736	0.046481	NA	0.000692	365	1	639	0.00116824960180869	0.001168249602	0.00934025567645828	0.0434836197334031	0.254889735331138	NA	356.5965	0.27169	-2.922481	0.044572	25.75	0.017401184886694	NA	NA	71.8945541381836	145	34	154	14	205	321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	25.4925	-88.3432
TARA_143_SRF	TARA_143	2012-01-16	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	SRF	Coastal	Non polar	no	no	winter	early	1	4	1	5	3	7	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	8.088841	10.047949	357.044404	355.920123	0	0.0263	0.0099	8e-04	8e-04	0.0012	0.018	0.0065	0.061	1.256	0.492301	24.812165	54.510184	36.21913	24.32047	194.6794	0.09842	0.000231	0.000481	0.002139	1.716812	0.132372	0.048317	NA	9.063101	365	0.49	628	0.00124196626711637	0.001241966267	0.00638307747431099	0.0187819297425449	0.0890094578887026	NA	NA	0.67624	-4.707638	0.398799	1.083333	0.023941257968545	NA	NA	71.4236869812012	109	14	127	16	656	639	1.42033566666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	29.6394	-79.5395
TARA_143_DCM	TARA_143	2012-01-16	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	DCM	Coastal	Non polar	no	no	winter	early	1	4	1	40	38	42	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	NA	NA	NA	NA	0	0.0338	0.0112	0.0013	0.0013	0.0015	0.0415	0.001	0.0565	1.23	0.580043	24.82846	54.545339	36.22118	24.319345	194.382	0.096165	0.000233	0.000495	0.002154	1.698639	0.132607	0.048551	NA	0.48598	365	0.49	627	0.00124196626711637	0.001241966267	0.00638307747431099	0.0187819297425449	0.0890094578887026	NA	NA	0.83966	-4.707638	0.398799	1.083333	0.0200253203511238	NA	NA	71.2566909790039	112	14	126	14	612	449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	29.6394	-79.5395
TARA_144_SRF	TARA_144	2012-01-29	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	SRF	Coastal	Non polar	no	no	winter	early	1	4	1	5	3	7	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	NA	NA	NA	NA	0	0.02785	0.01065	0.001	0.00195	0.00075	0.01375	0	NA	1.14325	1.037244	22.939295	52.732611	36.39483	25.00969	199.80685	0.132109	0.000259	0.000723	0.002385	1.830372	0.097145	0.059026	NA	11.529651	365	0.35	619	0.00100284196863261	0.001002841969	0.00850982312113047	0.053873828612268	1.54582562173406	NA	NA	5.8407	2.028463	0.249201	1.861111	0.0247049611061811	NA	NA	68.8744926452637	76	14	77	1044	791	613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	36.3318	-72.6899
