sample_id_pangaea	par	depth_bathy	lyapunov_exp	temperature	chla	backscattering	depth_chl_max	mixed_layer_depth_sigma	depth_max_brunt_väisälä	nitrite	phosphate	nitrate_nitrite	silicate	nstar
TARA_N000002308	41.474163	-4984	0.045416	28.308435	0.214085	0.002266	80	85	117	0.6895	0.332	1.1285	1.448	-4.1835
TARA_N000002310	38.588253	-5023	0.045416	28.29544	0.21374	0.002241	81	73	110	0.042	0.225	0.4145	1.3695	-3.1855
TARA_N000002312	41.474163	-4984	0.045416	28.308435	0.214085	0.002266	80	85	117	0.6895	0.332	1.1285	1.448	-4.1835
TARA_N000002314	38.588253	-5023	0.045416	28.29544	0.21374	0.002241	81	73	110	0.042	0.225	0.4145	1.3695	-3.1855
TARA_N000002316	41.474163	-5015	0.045416	28.31338	0.216998	0.002298	58	93	117	0.6895	0.332	1.1285	1.448	-4.1835
TARA_N000002318	37.25195	-5032	0.045416	28.29544	0.21374	0.002241	73	64	112	0.042	0.225	0.4145	1.3695	-3.1855
TARA_N000002320	41.474163	-4999	0.045416	28.31338	0.216998	0.002298	56	90	152	0.6895	0.332	1.1285	1.448	-4.1835
TARA_N000002322	38.588253	-5032	0.045416	28.29544	0.21374	0.002241	73	64	112	0.042	0.225	0.4145	1.3695	-3.1855
TARA_N000002324	37.25195	-5032	0.045416	28.13187	0.208462	0.002177	73	64	112	0.6895	0.332	1.1285	1.448	-4.1835
TARA_N000002341	43.57068	-5251	0.100184	27.5021	0.110735	0.00216	89	49	88	0.0075	0.186		0.645	
TARA_N000002343	43.57068	-5251	0.100184	27.5021	0.110735	0.00216	89	49	88	0.0075	0.186		0.645	
TARA_N000002346	41.702606	-5251	0.100184	27.5021	0.110735	0.00216	89	49	88	0.0075	0.186		0.645	
TARA_N000002347	43.57068	-5158	0.100184	27.5021	0.110735	0.00216	92	48	78	0.0075	0.186		0.645	
TARA_N000002348	50.479115	-4707	0.05711	26.275305	0.097229	0.00238	135	18	80	0.0015	0.0457	0.018	1.0473	-0.7132
TARA_N000002350	50.49655	-4685	0.05711	22.3077	0.11445	0.002097	114	55	86	0.01	0.0172	0.006	1.6413	-0.2692
TARA_N000002352	50.479115	-4707	0.05711	26.275305	0.097229	0.00238	135	18	80	0.0015	0.0457	0.018	1.0473	-0.7132
TARA_N000002354	50.49655	-4685	0.05711	22.3077	0.11445	0.002097	114	55	86	0.01	0.0172	0.006	1.6413	-0.2692
TARA_N000002356	51.788666	-4729	0.05711	26.275305	0.097229	0.00238	120	35	3	0.0015	0.0457	0.018	1.0473	-0.7132
TARA_N000002358	51.784172	-4711	0.05711	22.417275	0.11445	0.002112	89	43	56	0.01	0.0172	0.006	1.6413	-0.2692
TARA_N000002360	51.788666	-4729	0.05711	26.275305	0.097229	0.00238	120	35	3	0.0015	0.0457	0.018	1.0473	-0.7132
TARA_N000002362	51.784172	-4699	0.05711	22.3077	0.11445	0.002097	125	45	85	0.01	0.0172	0.006	1.6413	-0.2692
TARA_N000002364	50.479115	-4729	0.05711	26.275305	0.097229	0.00238	120	35	3	0.0015	0.0457	0.018	1.0473	-0.7132
TARA_N000002366	51.784172	-4699	0.05711	22.3077	0.11445	0.002097	125	45	85	0.01	0.0172	0.006	1.6413	-0.2692
TARA_N000002384	40.478306	-4711	0.05711	4.663706	0	0.001783	89	43	56					
TARA_N000002385	40.478306	-4711	0.05711	4.663706	0	0.001783	89	43	56					
TARA_N000002400	34.340454	-5783	0.043804	25.164595	0.101563	0.002047	112	51	61	0.002	0.0062	0.01	2.4278	-0.0892
TARA_N000002402	34.340454	-5710	0.043804	15.321075	0.158691	0.002018	110	47	58	0.017	0.1252	0.047	4.4468	-1.9562
TARA_N000002404	35.067856	-5783	0.043804	25.164595	0.101563	0.002047	112	51	61	0.002	0.0062	0.01	2.4278	-0.0892
TARA_N000002406	35.067856	-5799	0.043804	15.321075	0.158691	0.002018	103	45	56	0.017	0.1252	0.047	4.4468	-1.9562
TARA_N000002412	35.067856	-5783	0.043804	25.164595	0.101563	0.002047	112	51	61	0.002	0.0062	0.01	2.4278	-0.0892
TARA_N000002414	35.067856	-5799	0.043804	15.321075	0.158691	0.002018	103	45	56	0.017	0.1252	0.047	4.4468	-1.9562
TARA_N000002416	34.340454	-5550	0.043804	25.164595	0.101563	0.002047	107	41	52	0.002	0.0062	0.01	2.4278	-0.0892
TARA_N000002418	34.340454	-5710	0.043804	15.321075	0.158691	0.002018	110	47	58	0.017	0.1252	0.047	4.4468	-1.9562
TARA_N000002420	34.340454	-5550	0.043804	25.164595	0.101563	0.002047	107	41	52	0.002	0.0062	0.01	2.4278	-0.0892
TARA_N000002422	34.340454	-5710	0.043804	15.321075	0.158691	0.002018	110	47	58	0.017	0.1252	0.047	4.4468	-1.9562
TARA_N000002426	34.340454	-5529	0.043804	6.634392	0	0.001846	113	46	56					
TARA_N000002427	34.340454	-5529	0.043804	6.634392	0	0.001846	113	46	56					
TARA_N000002428	30.146017	-4747	0.043359	19.29176	0.157531	0.002922	39	11	41	0.002	0.2925	0.011	1.95475	-4.669
TARA_N000002430	30.141438	-4747	0.043359	13.874505	0.389715	0.003115	39	11	41	0.06	0.43225	0.92875	2.65725	-5.98725
TARA_N000002448	30.146017	-4747	0.043359	19.29176	0.157531	0.002922	39	11	41	0.002	0.2925	0.011	1.95475	-4.669
TARA_N000002450	30.141438	-4697	0.043359	13.874505	0.389715	0.003115	32	10	38	0.06	0.43225	0.92875	2.65725	-5.98725
TARA_N000002452	30.146017	-4747	0.043359	19.29176	0.157531	0.002922	39	11	41	0.002	0.2925	0.011	1.95475	-4.669
TARA_N000002454	30.146017	-4697	0.043359	13.874505	0.389715	0.003115	32	10	38	0.06	0.43225	0.92875	2.65725	-5.98725
TARA_N000002456	30.146017	-4747	0.043359	19.24802	0.140785	0.002794	39	11	41	0.002	0.2925	0.011	1.95475	-4.669
TARA_N000002458	30.146017	-4697	0.043359	13.874505	0.389715	0.003115	32	10	38	0.06	0.43225	0.92875	2.65725	-5.98725
TARA_N000002460	30.146017	-4747	0.043359	19.24802	0.140785	0.002794	39	11	41	0.002	0.2925	0.011	1.95475	-4.669
TARA_N000002462	30.146017	-4697	0.043359	13.874505	0.389715	0.003115	32	10	38	0.06	0.43225	0.92875	2.65725	-5.98725
TARA_N000002464	28.85328	-4012	0.047316	17.46236	0.253087	0.002925	33	33	44	0.015167	0.288583	0.029292	1.223291	-4.588036
TARA_N000002480	28.440647	-3969	0.033926	14.29128	0.119381	0.002257	36	162	997	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002482	28.440647	-3969	0.033926	14.29128	0.119381	0.002257	36	162	997	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002509	38.3299	-4789	0.079308	10.496305	0.00482	0.001767	28	73	150	0.00725	1.34475	20.924		-0.591999999999999
TARA_N000002510	38.3299	-4789	0.079308	10.496305	0.00482	0.001767	28	73	150	0.00725	1.34475	20.924		-0.591999999999999
TARA_N000002695	33.899197	-3140	0.073051	17.627142	0.191003	0.002612	33	75	92	0.0355	0.0055	0.1695	0.8358	0.0815
TARA_N000002697	33.899197	-3140	0.073051	17.627142	0.191003	0.002612	33	75	92	0.0355	0.0055	0.1695	0.8358	0.0815
TARA_N000002699	33.241665	-3182	0.073051	17.627142	0.191003	0.002612	40	105	114	0.0355	0.0055	0.1695	0.8358	0.0815
TARA_N000002701	33.241665	-3140	0.073051	17.627142	0.191003	0.002612	33	75	92	0.0355	0.0055	0.1695	0.8358	0.0815
TARA_N000002703	33.899197	-3140	0.073051	17.627142	0.191003	0.002612	33	75	92	0.0355	0.0055	0.1695	0.8358	0.0815
TARA_N000002717	33.241665	-3182	0.073051	17.585567	0.21402	0.002561	40	105	114	0.04	0	0.1745	0.8423	0.1745
TARA_N000002719	33.784763	-2747	0.073051	17.585567	0.21402	0.002561	48	58	105	0.04	0	0.1745	0.8423	0.1745
TARA_N000002723	38.362717	-3516	0.025897	16.74703	0.16463	0.002213	68	40	108	0.0415	0.022	0.142	0.6335	-0.21
TARA_N000002737	40.068348	-3478	0.025897	17.303005	0.111686	0.002212	68	54	118	0.019	0.0125		0.6545	
TARA_N000002739	38.362717	-3516	0.025897	16.74703	0.16463	0.002213	68	40	108	0.0415	0.022	0.142	0.6335	-0.21
TARA_N000002741	40.068348	-3478	0.025897	17.303005	0.111686	0.002212	68	54	118	0.019	0.0125		0.6545	
TARA_N000002745	36.897877	-3608	0.025897	17.303005	0.111686	0.002212	79	50	122	0.019	0.0125		0.6545	
TARA_N000002749	40.068348	-3478	0.025897	17.303005	0.111686	0.002212	68	54	118	0.019	0.0125		0.6545	
TARA_N000002751	40.068348	-3516	0.025897	16.73703	0.16463	0.002197	68	40	108	0.0415	0.022	0.142	0.6335	-0.21
TARA_N000002753	40.068348	-3478	0.025897	17.303005	0.111686	0.002212	68	54	118	0.019	0.0125		0.6545	
TARA_N000002755	40.068348	-3516	0.025897	16.73703	0.16463	0.002197	68	40	108	0.0415	0.022	0.142	0.6335	-0.21
TARA_N000002773	28.66882	-3940	0.033926	14.31675	0.191493	0.00233	26	156	505	0.3105	0.1595	2.159	1.236	-0.393
TARA_N000002775	28.952892	-4039	0.033926	14.29128	0.119381	0.002257	30	182	1005	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002777	28.66882	-3863	0.033926	14.31675	0.191493	0.00233	26	166	998	0.3105	0.1595	2.159	1.236	-0.393
TARA_N000002779	28.038713	-3969	0.033926	14.29128	0.119381	0.002257	36	162	997	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002781	28.952892	-3940	0.033926	14.31675	0.191493	0.00233	26	156	505	0.3105	0.1595	2.159	1.236	-0.393
TARA_N000002783	28.952892	-3969	0.033926	14.29128	0.119381	0.002257	36	162	997	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002785	28.66882	-3940	0.033926	14.31675	0.191493	0.00233	26	156	505	0.3105	0.1595	2.159	1.236	-0.393
TARA_N000002789	28.66882	-3940	0.033926	14.31675	0.191493	0.00233	26	156	505	0.3105	0.1595	2.159	1.236	-0.393
TARA_N000002791	28.952892	-4039	0.033926	14.29128	0.119381	0.002257	30	182	1005	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002795	28.952892	-4066	0.033926	10.167675	0	0.001732	24	162	922					
TARA_N000002796	28.952892	-4066	0.033926	10.167675	0	0.001732	24	162	922					
TARA_N000002797	28.952892	-4039	0.033926	14.29128	0.119381	0.002257	30	182	1005	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002803	28.440647	-3969	0.033926	14.29128	0.119381	0.002257	36	162	997	0.3195	0.167	2.2565	1.255	-0.4155
TARA_N000002807	25.854378	-4004	0.064908	13.401785	0.050697	0.002401	13	172	235	0.23	0.249	3.642	1.626	-0.342
TARA_N000002809	26.332623	-3687	0.064908	13.93922	0.122694	0.002373		89	95	0.215	0.254	3.205	1.538	-0.859
TARA_N000002811	25.854378	-4004	0.064908	13.401785	0.050697	0.002401	13	172	235	0.23	0.249	3.642	1.626	-0.342
TARA_N000002813	25.854378	-3716	0.064908	13.87241	0.116554	0.002483	39	103	5	0.215	0.254	3.205	1.538	-0.859
TARA_N000002817	26.088545	-3687	0.064908	13.93922	0.122694	0.002373		89	95	0.215	0.254	3.205	1.538	-0.859
TARA_N000002819	27.065594	-3669	0.064908	13.410555	0.050697	0.002401	44	104	3	0.23	0.249	3.642	1.626	-0.342
TARA_N000002821	26.088545	-3687	0.064908	13.93922	0.122694	0.002373		89	95	0.215	0.254	3.205	1.538	-0.859
TARA_N000002823	27.065594	-3669	0.064908	13.410555	0.050697	0.002401	44	104	3	0.23	0.249	3.642	1.626	-0.342
TARA_N000002825	26.088545	-3687	0.064908	13.93922	0.122694	0.002373		89	95	0.215	0.254	3.205	1.538	-0.859
TARA_N000002923	36.169662	-4136	0.032361	26.478605	0.251665	0.002665	36	23	39	0.067	0.456	2.444	2.538	-4.852
TARA_N000002925	36.169662	-4136	0.032361	26.478605	0.251665	0.002665	36	23	39	0.067	0.456	2.444	2.538	-4.852
TARA_N000002927	35.955215	-4118	0.032361	26.478605	0.251665	0.002665	34	20	39	0.067	0.456	2.444	2.538	-4.852
TARA_N000002929	36.169662	-4118	0.032361	26.478605	0.251665	0.002665	34	20	39	0.067	0.456	2.444	2.538	-4.852
TARA_N000002931	36.169662	-4136	0.032361	26.478605	0.251665	0.002665	36	23	39	0.067	0.456	2.444	2.538	-4.852
TARA_N000002934	36.169662	-4118	0.032361	20.58574	0.366719	0.003021	34	20	39	0.3055	0.884	6.0475	4.661	-8.0965
TARA_N000002936	36.169662	-4118	0.032361	20.58574	0.366719	0.003021	34	20	39	0.3055	0.884	6.0475	4.661	-8.0965
TARA_N000002938	35.955215	-4132	0.032361	20.58574	0.366719	0.003021	31	16	35	0.3055	0.884	6.0475	4.661	-8.0965
TARA_N000002940	35.955215	-4132	0.032361	20.58574	0.366719	0.003021	31	16	35	0.3055	0.884	6.0475	4.661	-8.0965
TARA_N000002942	35.955215	-4118	0.032361	20.58574	0.366719	0.003021	34	20	39	0.3055	0.884	6.0475	4.661	-8.0965
TARA_N000002959	35.594807	-3931	0.071185	24.612275	0.184438	0.002433	47	23	54	0.0145	0.3115	0.242	1.7995	-4.742
TARA_N000002961	35.594807	-3931	0.071185	24.612275	0.184438	0.002433	47	23	54	0.0145	0.3115	0.242	1.7995	-4.742
TARA_N000002963	35.686573	-3931	0.071185	24.612275	0.184438	0.002433	47	17	57	0.0145	0.3115	0.242	1.7995	-4.742
TARA_N000002965	35.594807	-3931	0.071185	24.612275	0.184438	0.002433	47	17	57	0.0145	0.3115	0.242	1.7995	-4.742
TARA_N000002967	35.594807	-3931	0.071185	24.612275	0.184438	0.002433	47	23	54	0.0145	0.3115	0.242	1.7995	-4.742
TARA_N000002993	36.169662	-4140	0.032361	8.887131	0	0.001768	37	22	40	0.0093	2.9545	34.551	46.6245	-12.721
TARA_N000002994	36.169662	-4140	0.032361	8.887131	0	0.001768	37	22	40	0.0093	2.9545	34.551	46.6245	-12.721
TARA_N000002997	36.28312	-3241	0.020154	8.149894	0	0.001773	45	21	49	0.0078	3.155	36.219	52.9225	-14.261
TARA_N000002998	36.28312	-3241	0.020154	8.149894	0	0.001773	45	21	49	0.0078	3.155	36.219	52.9225	-14.261
TARA_N000002999	33.237934	-3169	0.020154	26.605515	0.125361	0.002208	55	37	57	0.003	0.1575	0.002	1.1855	-2.518
TARA_N000003001	33.237934	-3169	0.020154	26.605515	0.125361	0.002208	55	37	57	0.003	0.1575	0.002	1.1855	-2.518
TARA_N000003003	33.237934	-3166	0.020154	26.605515	0.125361	0.002208	54	11	51	0.003	0.1575	0.002	1.1855	-2.518
TARA_N000003005	34.9008	-3166	0.020154	26.605515	0.125361	0.002208	54	11	51	0.003	0.1575	0.002	1.1855	-2.518
TARA_N000003007	34.9008	-3169	0.020154	26.605515	0.125361	0.002208	55	37	57	0.003	0.1575	0.002	1.1855	-2.518
TARA_N000003009	34.9008	-3189	0.020154	17.291965	0.219944	0.002088	50	26	53	0.464	1.108	12.904	8.073	-4.824
TARA_N000003011	34.9008	-3189	0.020154	17.291965	0.219944	0.002088	50	26	53	0.464	1.108	12.904	8.073	-4.824
TARA_N000003013	34.9008	-3192	0.020154	17.696795	0.225869	0.00208	52	33	57	0.464	1.108	12.904	8.073	-4.824
TARA_N000003015	34.9008	-3241	0.020154	17.45915	0.228606	0.002065	45	21	49	0.464	1.108	12.904	8.073	-4.824
TARA_N000003017	35.871475	-3192	0.020154	17.696795	0.225869	0.00208	52	33	57	0.464	1.108	12.904	8.073	-4.824
TARA_N000003035	33.634903	-3629	0.029167	26.396617	0.348423	0.003287	22	18	22	0.0995	0.55525	4.49825	3.454	-4.38575
TARA_N000003037	33.634903	-3629	0.029167	26.396617	0.348423	0.003287	22	18	22	0.0995	0.55525	4.49825	3.454	-4.38575
TARA_N000003039	33.634903	-3629	0.029167	26.396617	0.348423	0.003287	22	18	22	0.0995	0.55525	4.49825	3.454	-4.38575
TARA_N000003041	33.634903	-3641	0.029167	26.396617	0.348423	0.003287	21	15	26	0.0995	0.55525	4.49825	3.454	-4.38575
TARA_N000003044	33.634903	-3641	0.029167	26.396617	0.348423	0.003287	21	15	26	0.0995	0.55525	4.49825	3.454	-4.38575
TARA_N000003055	32.22867	-2982	0	26.555663	0.182274	0.002864	23	11	42	0.0043	0.09345	0.00275	0.63375	-1.49245
TARA_N000003057	32.22867	-2982	0	26.555663	0.182274	0.002864	23	11	42	0.0043	0.09345	0.00275	0.63375	-1.49245
TARA_N000003059	32.22867	-2982	0	26.555663	0.182274	0.002864	23	11	42	0.0043	0.09345	0.00275	0.63375	-1.49245
TARA_N000003061	32.22867	-2633	0	26.555663	0.182274	0.002864	22	11	36	0.0043	0.09345	0.00275	0.63375	-1.49245
TARA_N000003063	32.22867	-2633	0	26.555663	0.182274	0.002864	22	11	36	0.0043	0.09345	0.00275	0.63375	-1.49245
TARA_N000003075	32.40084	-3325	0.044572	24.98456	0.123459	0.002177	117	150	160	0.0195	0.003	0.049	1.218	0.001
TARA_N000003081	32.40084	-3325	0.044572	24.98456	0.123459	0.002177	117	150	160	0.0195	0.003	0.049	1.218	0.001
TARA_N000003083	32.40084	-3325	0.044572	24.98456	0.123459	0.002177	117	150	160	0.0195	0.003	0.049	1.218	0.001
TARA_N000003085	32.40084	-3325	0.044572	24.98456	0.123459	0.002177	117	150	160	0.0195	0.003	0.049	1.218	0.001
TARA_N000003087	31.682377	-3325	0.044572	24.98456	0.123459	0.002177	117	150	160	0.0195	0.003	0.049	1.218	0.001
TARA_N000003089	31.682377	-3325	0.044572	24.98456	0.123459	0.002177	117	150	160	0.0195	0.003	0.049	1.218	0.001
TARA_N000003091	36.060986	-1491	0	27.1673	0.094165	0.003103	38	10	66	0.00205	0.0132	5e-04	1.1195	-0.2107
TARA_N000003092	36.060986	-1491	0	27.1673	0.094165	0.003103	38	10	66	0.00205	0.0132	5e-04	1.1195	-0.2107
TARA_N000003093	33.96131	-1280	0	27.1673	0.094165	0.003103	44	14	3	0.00205	0.0132	5e-04	1.1195	-0.2107
TARA_N000003094	33.96131	-1491	0	27.1673	0.094165	0.003103	38	10	66	0.00205	0.0132	5e-04	1.1195	-0.2107
TARA_N000003095	36.060986	-1491	0	27.1673	0.094165	0.003103	38	10	66	0.00205	0.0132	5e-04	1.1195	-0.2107
TARA_N000003098	31.682377	-3246	0.044572	24.961605	0.114913	0.002137	34	144	154	0.0175		0.0615	1.168	
TARA_N000003100	31.682377	-3246	0.044572	24.961605	0.114913	0.002137	34	144	154	0.0175		0.0615	1.168	
TARA_N000003102	31.600088	-3246	0.044572	24.961605	0.114913	0.002137	34	144	154	0.0175		0.0615	1.168	
TARA_N000003104	31.600088	-3246	0.044572	24.961605	0.114913	0.002137	34	144	154	0.0175		0.0615	1.168	
TARA_N000003111	31.600088	-3246	0.044572	24.961605	0.114913	0.002137	34	144	154	0.0175		0.0615	1.168	
TARA_N000003117	31.600088	-3257	0.044572	9.735075	0	0.001803	33	145	156	0	1.2175		8.624	
TARA_N000003118	31.600088	-3257	0.044572	9.735075	0	0.001803	33	145	156	0	1.2175		8.624	
TARA_N000003133	24.63273	-801	0.398799	24.812165	0.09842	0.002139	14	94	127	0.018	0.0065	0.061	1.256	-0.043
TARA_N000003136	24.21898	-802	0.398799	24.82846	0.096165	0.002154	14	94	126	0.0415	0.001	0.0565	1.23	0.0405
TARA_N000003137	24.63273	-801	0.398799	24.812165	0.09842	0.002139	14	94	127	0.018	0.0065	0.061	1.256	-0.043
TARA_N000003139	23.0686	-801	0.398799	24.812165	0.09842	0.002139	43	62	111	0.018	0.0065	0.061	1.256	-0.043
TARA_N000003141	23.912539	-801	0.398799	24.812165	0.09842	0.002139	14	94	127	0.018	0.0065	0.061	1.256	-0.043
TARA_N000003144	24.21898	-802	0.398799	24.82846	0.096165	0.002154	14	94	126	0.0415	0.001	0.0565	1.23	0.0405
TARA_N000003146	23.40306	-802	0.398799	24.82846	0.096165	0.002154	14	94	126	0.0415	0.001	0.0565	1.23	0.0405
TARA_N000003148	23.40306	-802	0.398799	24.82846	0.096165	0.002154	14	94	126	0.0415	0.001	0.0565	1.23	0.0405
TARA_N000003149	24.712275	-801	0.398799	17.90388	0	0.0018	72	70	138					
TARA_N000003150	24.712275	-801	0.398799	17.90388	0	0.0018	72	70	138					
TARA_N000003153	23.77896	-801	0.398799	24.812165	0.09842	0.002139	43	62	111	0.018	0.0065	0.061	1.256	-0.043
TARA_N000003156	23.77896	-801	0.398799	24.82846	0.096165	0.002154	43	62	111	0.0415	0.001	0.0565	1.23	0.0405
TARA_N000003175	16.582438	-3585	0.249201	22.939295	0.132109	0.002385	14	66	77	0.01375	0		1.14325	
TARA_N000003179	16.582438	-3585	0.249201	22.939295	0.132109	0.002385	14	66	77	0.01375	0		1.14325	
TARA_N000003180	16.582438	-3585	0.249201	22.939295	0.132109	0.002385	14	66	77	0.01375	0		1.14325	
TARA_N000003183	15.959459	-3585	0.249201	22.939295	0.132109	0.002385	14	66	77	0.01375	0		1.14325	
TARA_N000003187	16.259325	-3585	0.249201	22.939295	0.132109	0.002385	14	66	77	0.01375	0		1.14325	
TARA_N000003191	15.959459	-3585	0.249201	22.939295	0.132109	0.002385	14	66	77	0.01375	0		1.14325	
TARA_N000003195	16.869263	-3477	0.249201	17.915019	0	0.001827	16	80	190	0.01	0.2385	4.8035	1.789	0.9875
TARA_N000003196	16.869263	-3477	0.249201	17.915019	0	0.001827	16	80	190	0.01	0.2385	4.8035	1.789	0.9875
TARA_N000003215	19.37009	-2649	0.144593	13.993715	0.169817	0.002257	55	91	100	0.093	0.33275	3.7925	2.41425	-1.5315
TARA_N000003219	19.37009	-2649	0.144593	13.993715	0.169817	0.002257	55	91	100	0.093	0.33275	3.7925	2.41425	-1.5315
TARA_N000003223	19.37009	-2663	0.144593	13.993715	0.169817	0.002257	13	97	123	0.093	0.33275	3.7925	2.41425	-1.5315
TARA_N000003227	19.37009	-2663	0.144593	13.993715	0.169817	0.002257	13	97	123	0.093	0.33275	3.7925	2.41425	-1.5315
TARA_N000003231	19.37009	-2663	0.144593	13.993715	0.169817	0.002257	13	97	123	0.093	0.33275	3.7925	2.41425	-1.5315
TARA_N000003235	19.37009	-2645	0.144593	5.004169	0	0.001775	14	82	100					
TARA_N000003236	19.37009	-2645	0.144593	5.004169	0	0.001775	14	82	100					
TARA_N000003240	22.318909	-4535	0.04793	19.312775	0.126112	0.002151	45	194	206	0.2225		0.7375	0.944	
TARA_N000003246	22.318909	-4535	0.04793	19.312775	0.126112	0.002151	45	194	206	0.2225		0.7375	0.944	
TARA_N000003249	24.816668	-4556	0.04793	19.312775	0.126112	0.002151	26		218	0.2225		0.7375	0.944	
TARA_N000003253	24.816668	-4556	0.04793	19.312775	0.126112	0.002151	26		218	0.2225		0.7375	0.944	
TARA_N000003257	22.318909	-4535	0.04793	19.373088	0.121934	0.002146	45	194	206	0.2225		0.7375	0.944	
TARA_N010000003	14.624499	-669	0	0.10149	0.815481	0.00305	20	10	5					
TARA_N010000007	14.624499	-669	0	-0.607125	0.892787	0.00285	20	10	5					
TARA_N010000011	14.735643	-1071	0	0.10149	0.815481	0.00305	21	10	6					
TARA_N010000015	14.735643	-1071	0	-1.53759	0.641276	0.002351	21	10	6					
TARA_N010000019	15.248047	-1071	0	0.10149	0.815481	0.00305	21	10	6					
TARA_N010000023	11.577317	-669	0	-0.607125	0.892787	0.00285	20	10	5					
TARA_N010000026	15.248047	-1071	0	0.10149	0.815481	0.00305	21	10	6					
TARA_N010000031	11.577317	-669	0	-0.607125	0.892787	0.00285	20	10	5					
TARA_N010000037	10.729718	-745	0	1.59404	0	0.001759	18	10	4					
TARA_N010000041	10.729718	-745	0	1.59404	0	0.001759	18	10	4					
TARA_N010000042	10.729718	-745	0	1.59404	0	0.001759	18	10	4					
TARA_N010000054	8.65705		0	1.48885	0.431723	0.140534				0.07525	1.195806	1.06325	19.646147	-18.069646
TARA_N010000056	8.65705		0	1.48885	0.431723	0.140534				0.07525	1.195806	1.06325	19.646147	-18.069646
TARA_N010000061	8.828262	-21	0	1.48885	0.431723	0.140534	17	20	19	0.07525	1.195806	1.06325	19.646147	-18.069646
TARA_N010000065	8.65705	-21	0	1.48885	0.431723	0.140534	17	20	19	0.07525	1.195806	1.06325	19.646147	-18.069646
TARA_N010000069	12.439203	-39	0	2.4534	0.58652	0.004585	13	17	25	0.125	1.614977	6.2695	30.149509	-19.570132
TARA_N010000073	12.439203	-39	0	2.4534	0.58652	0.004585	13	17	25	0.125	1.614977	6.2695	30.149509	-19.570132
TARA_N010000080	12.402336	-39	0	2.4534	0.58652	0.004585	13	17	25	0.125	1.614977	6.2695	30.149509	-19.570132
TARA_N010000084	12.249673	-39	0	2.4534	0.58652	0.004585	13	17	25	0.125	1.614977	6.2695	30.149509	-19.570132
TARA_N010000088	8.447689	-105	0	-0.585333	0.404899	0.002825	41	25	4	0.126	0.361653	0.2285	1.424261	-5.557948
TARA_N010000091	8.447689	-105	0	-0.585333	0.404899	0.002825	41	25	4	0.126	0.361653	0.2285	1.424261	-5.557948
TARA_N010000097	8.708429	-107	0	-0.987833	0.544297	0.003393	30	10	10	0.441	0.866194	1.9045	5.566842	-11.954604
TARA_N010000100	8.708429	-107	0	-0.987833	0.544297	0.003393	30	10	10	0.441	0.866194	1.9045	5.566842	-11.954604
TARA_N010000106	8.34431	-107	0	-0.585333	0.404899	0.002825	30	10	10	0.126	0.361653	0.2285	1.424261	-5.557948
TARA_N010000110	8.658392	-105	0	-0.585333	0.404899	0.002825	41	25	4	0.126	0.361653	0.2285	1.424261	-5.557948
TARA_N010000113	7.932843	-107	0	-0.987833	0.544297	0.003393	30	10	10	0.441	0.866194	1.9045	5.566842	-11.954604
TARA_N010000118	7.932843	-107	0	-0.987833	0.544297	0.003393	30	10	10	0.441	0.866194	1.9045	5.566842	-11.954604
TARA_N010000122	9.864083	-495	0	2.5694	0.485962	0.016171	14	11	21	0.0865	0.430504	0.4235	2.822912	-6.464564
TARA_N010000125	9.864083	-495	0	2.5694	0.485962	0.016171	14	11	21	0.0865	0.430504	0.4235	2.822912	-6.464564
TARA_N010000131	9.864083	-495	0	2.5694	0.485962	0.016171	14	11	21	0.0865	0.430504	0.4235	2.822912	-6.464564
TARA_N010000135	9.864083	-495	0	2.5694	0.485962	0.016171	14	11	21	0.0865	0.430504	0.4235	2.822912	-6.464564
TARA_N010000149	11.915649	-536	0	-1.32986	0.79676	0.002947	24	11	29	0.0775	0.526245	1.328	2.062045	-7.09192
TARA_N010000154	12.099113	-547	0	-0.409335	0.879487	0.003545	28	11	8	0.025	0.6443	2.133	4.087196	-8.1758
TARA_N010000157	11.915649	-536	0	-1.32986	0.79676	0.002947	24	11	29	0.0775	0.526245	1.328	2.062045	-7.09192
TARA_N010000162	12.099113	-547	0	-0.409335	0.879487	0.003545	28	11	8	0.025	0.6443	2.133	4.087196	-8.1758
TARA_N010000166	11.896267	-540	0	-1.32986	0.79676	0.002947	28	10	4	0.0775	0.526245	1.328	2.062045	-7.09192
TARA_N010000170	11.915649	-540	0	-0.405775	0.89624	0.003717	28	10	4	0.0175	0.676777	2.037	3.683051	-8.791432
TARA_N010000174	11.896267	-540	0	-1.32986	0.79676	0.002947	28	10	4	0.0775	0.526245	1.328	2.062045	-7.09192
TARA_N010000180	11.915649	-540	0	-0.405775	0.89624	0.003717	28	10	4	0.0175	0.676777	2.037	3.683051	-8.791432
TARA_N010000185	11.915649	-540	0	0.994025	0	0.001907	33	11	9					
TARA_N010000190	30.535398	-463	0	1.365705	1.019477	0.00403	15	25	34	0.001	0.063634	0.3685	0.523062	-0.649644
