sample_id_pangaea	par	depth_bathy	lyapunov_exp	temperature	chla	backscattering	depth_chl_max	mixed_layer_depth_sigma	depth_max_brunt_väisälä	nitrite	phosphate	nitrate_nitrite	silicate	nstar
TARA_N000000728	39.23567	-4935	0.120437	16.74878	0.325714	0.002659	42	174	353	0.285	0.227	1.08	2.436	-2.552
TARA_N000000729	39.23567	-4935	0.120437	16.74878	0.325714	0.002659	42	174	353	0.285	0.227	1.08	2.436	-2.552
TARA_N000000742	40.681873	-161	0	13.04322	0.765222	0.008134	13	12	22					
TARA_N000000746	39.55903	-161	0	13.04322	0.765222	0.008134	13	12	22					
TARA_N000000750	39.55903	-160	0	13.04322	0.765222	0.008134	14	24	35					
TARA_N000000756	39.55903	-160	0	13.04322	0.765222	0.008134	14	24	35					
TARA_N000000759	39.55903	-160	0	13.04322	0.765222	0.008134	14	24	35					
TARA_N000000790	20.475779	-2031	0.098545	15.013362	0.221666	0.002897	31	93	100	0.3025	0.343	3.34	2.7435	-2.148
TARA_N000000791	21.093563	-1880	0.098545	15.014	0.221666	0.002897	23			0.284	0.34975	3.309875	2.5895	-2.286125
TARA_N000000793	21.093563	-1880	0.098545	15.013362	0.221666	0.002897	23			0.3025	0.343	3.34	2.7435	-2.148
TARA_N000000805	20.475779	-2031	0.098545	15.013362	0.221666	0.002897	31	93	100	0.3025	0.343	3.34	2.7435	-2.148
TARA_N000000807	21.093563	-1880	0.098545	15.014	0.221666	0.002897	23			0.284	0.34975	3.309875	2.5895	-2.286125
TARA_N000000809	20.475779	-2031	0.098545	15.013362	0.221666	0.002897	31	93	100	0.3025	0.343	3.34	2.7435	-2.148
TARA_N000000827	51.863567	-4046	0.087015	25.064425	0.104143	0.002237	98	89	108	0.003	0.104	0.018	0.868	-1.646
TARA_N000000829	54.31349	-4008	0.087015	23.630095	0.242586	0.002644	99	86	98	0.011	0.143	0.044	1.284	-2.244
TARA_N000000831	51.863567	-4046	0.087015	25.064425	0.104143	0.002237	98	89	108	0.003	0.104	0.018	0.868	-1.646
TARA_N000000833	54.31349	-4008	0.087015	23.630095	0.242586	0.002644	99	86	98	0.011	0.143	0.044	1.284	-2.244
TARA_N000000835	55.1479	-4008	0.087015	25.064425	0.104143	0.002237	99	86	98	0.003	0.104	0.018	0.868	-1.646
TARA_N000000836	55.1479	-4008	0.087015	25.064425	0.104143	0.002237	99	86	98	0.003	0.104	0.018	0.868	-1.646
TARA_N000000837	54.31349	-4008	0.087015	23.630095	0.242586	0.002644	99	86	98	0.011	0.143	0.044	1.284	-2.244
TARA_N000000839	55.1479	-4046	0.087015	25.064425	0.104143	0.002237	98	89	108	0.003	0.104	0.018	0.868	-1.646
TARA_N000000841	54.31349	-4008	0.087015	23.630095	0.242586	0.002644	99	86	98	0.011	0.143	0.044	1.284	-2.244
TARA_N000000843	51.863567	-4046	0.087015	25.064425	0.104143	0.002237	98	89	108	0.003	0.104	0.018	0.868	-1.646
TARA_N000000845	51.863567	-4008	0.087015	23.635845	0.244384	0.002636	99	86	98	0.011	0.143	0.044	1.284	-2.244
TARA_N000000847	51.863567	-4055	0.087015	4.641719	0	0.001807	93	75	105	0.007	2.618	36.98	34.44	-4.908
TARA_N000000848	51.863567	-4055	0.087015	4.641719	0	0.001807	93	75	105	0.007	2.618	36.98	34.44	-4.908
TARA_N000000850	51.863567	-4055	0.087015	4.641719	0	0.001807	93	75	105	0.007	2.618	36.98	34.44	-4.908
TARA_N000000852	49.647606	-3847	0.027592	23.374825	0.055113	0.002307	136	50	152	0.001404	0.055883	0	0.814172	-0.894128
TARA_N000000855	49.647606	-3847	0.027592	23.374825	0.055113	0.002307	136	50	152	0.001404	0.055883	0	0.814172	-0.894128
TARA_N000000860	48.495186	-4087	0.027592	21.16596	0.103558	0.002043	139	23	202	0.047654	0.051522	0	0.712116	-0.824352
TARA_N000000863	48.495186	-3932	0.027592	23.374825	0.055113	0.002307	136	24	165	0.001404	0.055883	0	0.814172	-0.894128
TARA_N000000868	50.138252	-4236	0.027592	21.16596	0.103558	0.002043	137	23	156	0.047654	0.051522	0	0.712116	-0.824352
TARA_N000000871	51.35854	-3847	0.027592	23.374825	0.055113	0.002307	136	50	152	0.001404	0.055883	0	0.814172	-0.894128
TARA_N000000876	50.138252	-4236	0.027592	21.16596	0.103558	0.002043	137	23	156	0.047654	0.051522	0	0.712116	-0.824352
TARA_N000000879	49.647606	-3847	0.027592	23.374825	0.055113	0.002307	136	50	152	0.001404	0.055883	0	0.814172	-0.894128
TARA_N000000884	48.495186	-4087	0.027592	21.16596	0.103558	0.002043	139	23	202	0.047654	0.051522	0	0.712116	-0.824352
TARA_N000000915	49.647606	-3907	0.027592	4.664275	0	0.001883	126	43	143					
TARA_N000000916	49.647606	-3907	0.027592	4.664275	0	0.001883	126	43	143					
TARA_N000000918	49.647606	-3907	0.027592	4.664275	0	0.001883	126	43	143					
TARA_N000000920	48.495186	-4087	0.027592	21.16596	0.103558	0.002043	139	23	202	0.047654	0.051522	0	0.712116	-0.824352
TARA_N000000925	26.49319	-4940	0.119044	22.203585	0.140875	0.0028	55	57	185	0.00875	0.08325		1.7355	
TARA_N000000928	26.49319	-4940	0.119044	22.2414	0.136664	0.00289	68	81	159	0.004	0.084	0	1.7665	-1.344
TARA_N000000930	26.49319	-4940	0.119044	7.552017	0	0.001775	55	57	185					
TARA_N000000931	26.49319	-4940	0.119044	7.552017	0	0.001775	55	57	185					
TARA_N000000933	19.194454	-4316	0.143321	21.76357	0.176479	0.002849	20	77	88					
TARA_N000000959	19.194454	-4316	0.143321	21.76357	0.176479	0.002849	20	77	88					
TARA_N000000961	19.194454	-4291	0.143321	21.72823	0.177651	0.002951	27							
TARA_N000000963	19.194454	-4316	0.143321	21.76357	0.176479	0.002849	20	77	88					
TARA_N000000965	19.194454	-4291	0.143321	21.72823	0.177651	0.002951	27							
TARA_N000000968	19.194454	-4291	0.143321	21.76357	0.176479	0.002849	27							
TARA_N000000981	19.194454	-4316	0.143321	21.76357	0.176479	0.002849	20	77	88					
TARA_N000000987	19.194454	-4316	0.143321	8.33035	0	0.001774	20	77	88					
TARA_N000000990	21.093563	-1880	0.098545	15.014	0.221666	0.002897	23			0.284	0.34975	3.309875	2.5895	-2.286125
TARA_N000001006	36.280083	-3983	0.082884	1.9034	0.207979	0.003026	63	45	69	0.266	1.723	25.3	16.55	-2.268
TARA_N000001017	29.43926	-3339	0.02576	0.73159	0.276495	0.002896	36	32	39	0.1055	2.1055	28.64	80.55	-5.048
TARA_N000001019	30.64844	-3339	0.02576	-0.80475	0.289537	0.002663	36	32	39	0.06	2.309	31	81.82	-5.944
TARA_N000001024	30.518652	-3319	0.02576	0.73159	0.276495	0.002896	89	57	70	0.1055	2.1055	28.64	80.55	-5.048
TARA_N000001026	30.64844	-3335	0.02576	-0.792395	0.289537	0.00267	43	47	55	0.06	2.309	31	81.82	-5.944
TARA_N000001028	30.518652	-3319	0.02576	0.73159	0.276495	0.002896	89	57	70	0.1055	2.1055	28.64	80.55	-5.048
TARA_N000001030	30.64844	-3335	0.02576	-0.792395	0.289537	0.00267	43	47	55	0.06	2.309	31	81.82	-5.944
TARA_N000001032	30.518652	-3319	0.02576	0.73159	0.276495	0.002896	89	57	70	0.1055	2.1055	28.64	80.55	-5.048
TARA_N000001034	30.64844	-3335	0.02576	-0.80475	0.289537	0.002663	43	47	55	0.06	2.309	31	81.82	-5.944
TARA_N000001036	29.43926	-3339	0.02576	0.73159	0.276495	0.002896	36	32	39	0.1055	2.1055	28.64	80.55	-5.048
TARA_N000001038	30.64844	-3339	0.02576	-0.80475	0.289537	0.002663	36	32	39	0.06	2.309	31	81.82	-5.944
TARA_N000001040	28.245237	-3319	0.02576	0.73159	0.276495	0.002896	89	57	70	0.1055	2.1055	28.64	80.55	-5.048
TARA_N000001042	30.85128	-3339	0.02576	-0.80475	0.289537	0.002663	36	32	39	0.06	2.309	31	81.82	-5.944
TARA_N000001044	30.518652	-3331	0.02576	0.456763	0	0.001752	30	33	33	0.018	2.614	36.37	83.35	-5.454
TARA_N000001045	30.518652	-3331	0.02576	0.456763	0	0.001752	30	33	33	0.018	2.614	36.37	83.35	-5.454
TARA_N000001056	33.42717	-2213	0.038566	-1.6387	0.973888	0.005494	31	12	4	0.0575	2.4585	30.125	63.035	-9.211
TARA_N000001065	32.247177	-2287	0.038566	-0.494375	0.219656	0.002841	31	12	22	0.0705	1.553	17.32	64.01	-7.528
TARA_N000001067	33.42717	-2213	0.038566	-1.6387	0.973888	0.005494	31	12	4	0.0575	2.4585	30.125	63.035	-9.211
TARA_N000001069	32.247177	-2287	0.038566	-0.494375	0.219656	0.002841	31	12	22	0.0705	1.553	17.32	64.01	-7.528
TARA_N000001071	33.42717	-2213	0.038566	-1.6387	0.973888	0.005494	31	12	4	0.0575	2.4585	30.125	63.035	-9.211
TARA_N000001073	32.066242	-2287	0.038566	-0.494375	0.219656	0.002841	31	12	22	0.0705	1.553	17.32	64.01	-7.528
TARA_N000001075	33.42717	-2213	0.038566	-1.6387	0.973888	0.005494	31	12	4	0.0575	2.4585	30.125	63.035	-9.211
TARA_N000001077	33.551205	-2287	0.038566	-0.494375	0.219656	0.002841	31	12	22	0.0705	1.553	17.32	64.01	-7.528
TARA_N000001081	33.42717	-2213	0.038566	-0.494375	0.219656	0.002841	31	12	4	0.0705	1.553	17.32	64.01	-7.528
TARA_N000001083	33.42717	-2213	0.038566	-1.6387	0.973888	0.005494	31	12	4	0.0575	2.4585	30.125	63.035	-9.211
TARA_N000001111	41.485146	-5345		15.376875	0.484784	0.004667	29	23	38	0.359	1.08725	6.80275	0.46	-10.59325
TARA_N000001115	41.485146	-5345		15.376875	0.484784	0.004667	29	23	38	0.359	1.08725	6.80275	0.46	-10.59325
TARA_N000001119	41.485146	-5345		15.376875	0.484784	0.004667	29	23	38	0.359	1.08725	6.80275	0.46	-10.59325
TARA_N000001123	41.485146	-5345		15.376875	0.484784	0.004667	29	23	38	0.359	1.08725	6.80275	0.46	-10.59325
TARA_N000001173	38.552177	-454	0.050114	-0.27325	3.102138		22	11	7					
TARA_N000001175	38.552177	-454	0.050114	-0.27325	3.102138		22	11	7					
TARA_N000001177	38.552177	-454	0.050114	-0.27325	3.102138		22	11	7					
TARA_N000001179	38.552177	-454	0.050114	-0.27325	3.102138		22	11	7					
TARA_N000001183	38.552177	-454	0.050114	-0.27325	3.102138		22	11	7					
TARA_N000001197	34.946285	-356	0	-0.763425	1.129302		21	130	122	0.145	2.135	27.68	48.17	-6.48
TARA_N000001199	34.946285	-356	0	-0.763425	1.129302		21	130	122	0.145	2.135	27.68	48.17	-6.48
TARA_N000001200	34.946285	-356	0	-0.763425	1.129302		21	130	122	0.145	2.135	27.68	48.17	-6.48
TARA_N000001201	34.946285	-356	0	-0.763425	1.129302		21	130	122	0.145	2.135	27.68	48.17	-6.48
TARA_N000001203	34.946285	-356	0	-0.763425	1.129302		21	130	122	0.145	2.135	27.68	48.17	-6.48
TARA_N000001205	34.946285	-356	0	-0.763425	1.129302		21	130	122	0.145	2.135	27.68	48.17	-6.48
TARA_N000001215	35.206947	-356	0.107152	5.8264	1.063054		21	130	122	0.243	1.609	22.01	3.293	-3.734
TARA_N000001217	35.206947	-356	0.107152	5.8264	1.063054		21	130	122	0.243	1.609	22.01	3.293	-3.734
TARA_N000001219	35.206947	-356	0.107152	5.8264	1.063054		21	130	122	0.243	1.609	22.01	3.293	-3.734
TARA_N000001221	34.486122	-356	0.107152	5.8264	1.063054		21	130	122	0.243	1.609	22.01	3.293	-3.734
TARA_N000001223	34.486122	-356	0.107152	5.8264	1.063054		21	130	122	0.243	1.609	22.01	3.293	-3.734
TARA_N000001226	44.91054	-3585	0.056696	18.12644	0.166728	0.002111	153	46	57		0.181		0.5315	
TARA_N000001236	44.91054	-3585	0.056696	18.12644	0.166728	0.002111	153	46	57		0.181		0.5315	
TARA_N000001239	44.91054	-3585	0.056696	18.12644	0.166728	0.002111	153	46	57		0.181		0.5315	
TARA_N000001242	46.67958	-3529	0.056696	18.12419	0.164945	0.002111	153	30	55		0.181		0.5315	
TARA_N000001252	46.857246	-3542	0.056696	23.85253	0.080339	0.001979	159	47	57	0	0.1575		0.5305	
TARA_N000001254	44.91054	-3535	0.056696	23.84533	0.070669	0.001979	153	48	60	0	0.1575		0.5305	
TARA_N000001256	44.91054	-3535	0.056696	23.84533	0.070669	0.001979	153	48	60	0	0.1575		0.5305	
TARA_N000001258	44.91054	-3561	0.056696	23.84533	0.070669	0.001979	148	48	57	0	0.1575		0.5305	
TARA_N000001260	44.91054	-3535	0.056696	23.84533	0.070669	0.001979	153	48	60	0	0.1575		0.5305	
TARA_N000001262	45.5271	-3474	0.016148	22.4257	0.10955	0.002096	88	26	48	0	0.2235	0.08	0.408	-3.496
TARA_N000001264	45.5271	-3474	0.016148	22.4257	0.10955	0.002096	88	26	48	0	0.2235	0.08	0.408	-3.496
TARA_N000001265	46.8148	-3473	0.016148	22.4257	0.10955	0.002096	92	24	46	0	0.2235	0.08	0.408	-3.496
TARA_N000001266	45.5271	-3474	0.016148	22.4257	0.10955	0.002096	88	26	48	0	0.2235	0.08	0.408	-3.496
TARA_N000001267	46.8148	-3473	0.016148	22.4257	0.10955	0.002096	92	24	46	0	0.2235	0.08	0.408	-3.496
TARA_N000001268	38.828148	-3685	0.05823	21.121575	0.147303	0.002574	58	44	58	0.001	0.2425	0.029	0.103	-3.851
TARA_N000001269	40.970985	-3722	0.05823	21.121575	0.147303	0.002574	60	47	58	0.001	0.2425	0.029	0.103	-3.851
TARA_N000001271	40.970985	-3722	0.05823	21.121575	0.147303	0.002574	60	47	58	0.001	0.2425	0.029	0.103	-3.851
TARA_N000001272	40.970985	-3685	0.05823	21.121575	0.147303	0.002574	58	44	58	0.001	0.2425	0.029	0.103	-3.851
TARA_N000001273	40.970985	-3685	0.05823	21.121575	0.147303	0.002574	58	44	58	0.001	0.2425	0.029	0.103	-3.851
TARA_N000001276	46.616608	-2375	0.01664	12.677925	0	0.001835	172	55	63	0.011	0.86375	10.5835	1.68	-3.2365
TARA_N000001277	46.616608	-2375	0.01664	12.677925	0	0.001835	172	55	63	0.011	0.86375	10.5835	1.68	-3.2365
TARA_N000001288	43.39279	-5068		18.122955	0.361109	0.004784	29	22	33	0.03975	0.52125	0.2115	0.1445	-8.1285
TARA_N000001290	42.759144	-5030		18.122955	0.361109	0.004784	29	25	36	0.03975	0.52125	0.2115	0.1445	-8.1285
TARA_N000001291	42.759144	-5030		18.122955	0.361109	0.004784	29	25	36	0.03975	0.52125	0.2115	0.1445	-8.1285
TARA_N000001292	42.759144	-5030		18.122955	0.361109	0.004784	29	25	36	0.03975	0.52125	0.2115	0.1445	-8.1285
TARA_N000001296	42.759144	-5030		18.122955	0.361109	0.004784	29	25	36	0.03975	0.52125	0.2115	0.1445	-8.1285
TARA_N000001299	49.854393	-142	0	15.912325	2.257991		13	11	10	0.039	0.795	0.11	0.49	-12.61
TARA_N000001301	49.854393	-142	0	15.912325	2.257991		13	11	10	0.039	0.795	0.11	0.49	-12.61
TARA_N000001303	49.854393	-142	0	15.912325	2.257991		13	11	10	0.039	0.795	0.11	0.49	-12.61
TARA_N000001305	49.854393	-142	0	15.912325	2.257991		13	11	10	0.039	0.795	0.11	0.49	-12.61
TARA_N000001306	42.759144	-5030		18.122955	0.361109	0.004784	29	25	36	0.03975	0.52125	0.2115	0.1445	-8.1285
TARA_N000001309	49.854393	-142	0	15.912325	2.257991		13	11	10	0.039	0.795	0.11	0.49	-12.61
TARA_N000001319	49.102516	-4799	0.023933	17.6085	0.827608		14	22	33	0.069	0.724	0.559	0.432	-11.025
TARA_N000001321	49.102516	-4799	0.023933	17.6085	0.827608		14	22	33	0.069	0.724	0.559	0.432	-11.025
TARA_N000001323	49.102516	-4799	0.023933	17.6085	0.827608		14	22	33	0.069	0.724	0.559	0.432	-11.025
TARA_N000001325	49.102516	-4799	0.023933	17.6085	0.827608		14	22	33	0.069	0.724	0.559	0.432	-11.025
TARA_N000001335	49.102516	-4799	0.023933	17.6085	0.827608		14	22	33	0.069	0.724	0.559	0.432	-11.025
TARA_N000001347	47.30312	-3923	0.02719	17.02685	0.95046		43	20	51	0.01	0.409	0.034	0.205	-6.51
TARA_N000001349	47.30312	-3923	0.02719	17.02685	0.95046		43	20	51	0.01	0.409	0.034	0.205	-6.51
TARA_N000001351	47.30312	-3923	0.02719	17.02685	0.95046		43	20	51	0.01	0.409	0.034	0.205	-6.51
TARA_N000001353	47.30312	-3923	0.02719	17.02685	0.95046		43	20	51	0.01	0.409	0.034	0.205	-6.51
TARA_N000001362	36.27926	-3983	0.082884	1.9034	0.207979	0.003026	63	45	69	0.266	1.723	25.3	16.55	-2.268
TARA_N000001369	45.880634	-101	0	7.12605	0.308897	0.00457	44	70	77	0.198	1.176	10.86	0.936	-7.956
TARA_N000001372	45.880634	-101	0	7.12605	0.308897	0.00457	44	70	77	0.198	1.176	10.86	0.936	-7.956
TARA_N000001374	45.880634	-101	0	7.12605	0.308897	0.00457	44	70	77	0.198	1.176	10.86	0.936	-7.956
TARA_N000001376	45.880634	-101	0	7.12605	0.308897	0.00457	44	70	77	0.198	1.176	10.86	0.936	-7.956
TARA_N000001378	45.880634	-101	0	7.12605	0.308897	0.00457	44	70	77	0.198	1.176	10.86	0.936	-7.956
TARA_N000001380	45.880634	-101	0	7.12605	0.308897	0.00457	44	70	77	0.198	1.176	10.86	0.936	-7.956
TARA_N000001382	60.358685	-2858	0.202122	7.579417	0.426587	0.006921	44	56	64	0.146	1.302	18.005	1.945	-2.827
TARA_N000001384	60.47903	-3510	0.202122	7.154875	0.507313	0.00648	42	19	62	0.1185	1.356	18.525	2.661	-3.171
TARA_N000001386	60.358685	-2858	0.202122	7.579417	0.426587	0.006921	44	56	64	0.146	1.302	18.005	1.945	-2.827
TARA_N000001388	60.47903	-3510	0.202122	7.154875	0.507313	0.00648	42	19	62	0.1185	1.356	18.525	2.661	-3.171
TARA_N000001390	61.261917	-2858	0.202122	7.579417	0.426587	0.006921	44	56	64	0.146	1.302	18.005	1.945	-2.827
TARA_N000001392	60.47903	-3510	0.202122	7.154875	0.507313	0.00648	42	19	62	0.1185	1.356	18.525	2.661	-3.171
TARA_N000001394	61.261917	-2858	0.202122	7.579417	0.426587	0.006921	44	56	64	0.146	1.302	18.005	1.945	-2.827
TARA_N000001396	60.47903	-3510	0.202122	7.154875	0.507313	0.00648	42	19	62	0.1185	1.356	18.525	2.661	-3.171
TARA_N000001398	60.358685	-2858	0.202122	7.579417	0.426587	0.006921	44	56	64	0.146	1.302	18.005	1.945	-2.827
TARA_N000001400	60.526768	-3510	0.202122	7.220867	0.482927	0.006938	42	19	62	0.102	1.296	17.98	2.244	-2.756
TARA_N000001404	60.47903	-3510	0.202122	7.154875	0.507313	0.00648	42	19	62	0.1185	1.356	18.525	2.661	-3.171
TARA_N000001413	60.47903	-3510	0.202122	7.154875	0.507313	0.00648	42	19	62	0.1185	1.356	18.525	2.661	-3.171
TARA_N000001422	58.711693	-5964	0.095682	13.6805	0.233632	0.002929	39	28	48	0.115	0.429	3.081	1.173	-3.783
TARA_N000001424	58.62087	-5964	0.095682	13.506225	0.291964	0.003184	39	28	48	0.132	0.412	3.359	1.296	-3.233
TARA_N000001426	58.374706	-5964	0.095682	13.506225	0.291964	0.003184	39	28	48	0.132	0.412	3.359	1.296	-3.233
TARA_N000001428	59.525295	-5964	0.095682	13.6805	0.233632	0.002929	39	28	48	0.115	0.429	3.081	1.173	-3.783
TARA_N000001430	59.525295	-5964	0.095682	13.506225	0.291964	0.003184	39	28	48	0.132	0.412	3.359	1.296	-3.233
TARA_N000001432	60.81131	-5910	0.095682	13.6805	0.233632	0.002929	31	34	42	0.115	0.429	3.081	1.173	-3.783
TARA_N000001434	59.525295	-5964	0.095682	13.506225	0.291964	0.003184	39	28	48	0.132	0.412	3.359	1.296	-3.233
TARA_N000001436	60.81131	-5910	0.095682	13.6805	0.233632	0.002929	31	34	42	0.115	0.429	3.081	1.173	-3.783
TARA_N000001438	36.280083	-3983	0.082884	1.9034	0.207979	0.003026	63	45	69	0.266	1.723	25.3	16.55	-2.268
TARA_N000001440	36.729794	-3890	0.082884	1.9034	0.207979	0.003026	72	63	95	0.266	1.723	25.3	16.55	-2.268
TARA_N000001442	36.27926	-3983	0.082884	1.9034	0.207979	0.003026	63	45	69	0.266	1.723	25.3	16.55	-2.268
TARA_N000001473	49.717754	-5538	0.133847	17.789095	0.200916	0.002838	60	14	5	0.123	0.357	3.495	2.723	-2.217
TARA_N000001477	50.985416	-5525	0.133847	17.789095	0.200916	0.002838	56	21	29	0.123	0.357	3.495	2.723	-2.217
TARA_N000001478	51.846394	-5496	0.133847	19.93457	0.13213	0.003294	77	35	45	0	0	0.048	1.039	0.048
TARA_N000001485	49.717754	-5538	0.133847	17.789095	0.200916	0.002838	60	14	5	0.123	0.357	3.495	2.723	-2.217
TARA_N000001489	49.717754	-5538	0.133847	17.789095	0.200916	0.002838	60	14	5	0.123	0.357	3.495	2.723	-2.217
TARA_N000001491	51.846394	-5496	0.133847	19.93457	0.13213	0.003294	77	35	45	0	0	0.048	1.039	0.048
TARA_N000001499	50.33882	-5525	0.133847	19.93457	0.13213	0.003294	56	21	29	0	0	0.048	1.039	0.048
TARA_N000001503	51.60685	-5496	0.133847	19.93457	0.13213	0.003294	77	35	45	0	0	0.048	1.039	0.048
TARA_N000001504	51.30902	-3883	0.14819	5.823213	0	0.001794	105	12	7					
TARA_N000001505	51.30902	-3883	0.14819	5.823213	0	0.001794	105	12	7					
TARA_N000001510	48.68826	-3887	0.14819	20.07775	0.066207	0.00224	117	84	197	0	0	0.026	0.749	0.026
TARA_N000001512	51.30902	-3881	0.14819	19.32335	0.16855	0.00239	107	31	3	0.053	0	0.104	0.319	0.104
TARA_N000001514	48.68826	-3887	0.14819	20.07775	0.066207	0.00224	117	84	197	0	0	0.026	0.749	0.026
TARA_N000001516	51.30902	-3879	0.14819	19.32335	0.16855	0.00239	111	32	4	0.053	0	0.104	0.319	0.104
TARA_N000001518	46.616608	-2813	0.01664	24.716415	0.065128	0.001965	182	59	70	5e-04	0.121	0.035	0.567	-1.901
TARA_N000001520	48.60726	-2658	0.01664	18.478415	0.1476	0.001985	177	59	69	0.03925	0.1725	0.12225	0.5065	-2.63775
TARA_N000001522	46.616608	-2813	0.01664	24.716415	0.065128	0.001965	182	59	70	5e-04	0.121	0.035	0.567	-1.901
TARA_N000001524	48.60726	-2658	0.01664	18.478415	0.1476	0.001985	177	59	69	0.03925	0.1725	0.12225	0.5065	-2.63775
TARA_N000001525	48.60726	-2658	0.01664	18.478415	0.1476	0.001985	177	59	69	0.03925	0.1725	0.12225	0.5065	-2.63775
TARA_N000001530	46.616608	-2813	0.01664	24.716415	0.065128	0.001965	182	59	70	5e-04	0.121	0.035	0.567	-1.901
TARA_N000001533	48.60726	-2658	0.01664	18.478415	0.1476	0.001985	177	59	69	0.03925	0.1725	0.12225	0.5065	-2.63775
TARA_N000001534	48.60726	-3004	0.01664	24.636225	0.042986	0.001989	175	63	73	5e-04	0.121	0.035	0.567	-1.901
TARA_N000001538	46.71243	-2304	0.01664	24.716415	0.065128	0.001965	178	55	65	5e-04	0.121	0.035	0.567	-1.901
TARA_N000001540	48.60726	-2658	0.01664	18.47818	0.1476	0.001989	177	59	69	0.03925	0.1725	0.12225	0.5065	-2.63775
TARA_N000001561	40.119926	-3072	0.028784	20.2127	0.115489	0.001969	177	41	71					
TARA_N000001574	40.119926	-2988	0.028784	25.18103	0.060509	0.001991	184	69	79	0.000563	0.1815	0.05125	0.385875	-2.85275
TARA_N000001578	40.119926	-2988	0.028784	25.18103	0.060509	0.001991	184	69	79	0.000563	0.1815	0.05125	0.385875	-2.85275
TARA_N000001580	40.119926	-3072	0.028784	20.2127	0.115489	0.001969	177	41	71					
TARA_N000001582	40.119926	-2988	0.028784	25.18103	0.060509	0.001991	184	69	79	0.000563	0.1815	0.05125	0.385875	-2.85275
TARA_N000001584	40.119926	-3066	0.028784	20.16785	0.133452	0.001969	180	77	86	0.017	0.0965	0.049	0.35	-1.495
TARA_N000001586	40.119926	-2988	0.028784	25.18103	0.060509	0.001991	184	69	79	0.000563	0.1815	0.05125	0.385875	-2.85275
TARA_N000001588	40.119926	-3072	0.028784	20.2127	0.115489	0.001969	177	41	71					
TARA_N000001590	40.119926	-3087	0.028784	7.96837	0	0.001825	168	64	72	0	2.023	27.2885	12.05	-5.0795
TARA_N000001591	40.119926	-3087	0.028784	7.96837	0	0.001825	168	64	72	0	2.023	27.2885	12.05	-5.0795
TARA_N000001594	40.119926	-3066	0.028784	20.16785	0.133452	0.001969	180	77	86	0.017	0.0965	0.049	0.35	-1.495
TARA_N000001595	43.17719	-3906	0.050989	23.88925	0.091415	0.0021	145	67	75	0.006	0.2975	0.0315	0.558	-4.7285
TARA_N000001597	43.17719	-3906	0.050989	23.88925	0.091415	0.0021	145	67	75	0.006	0.2975	0.0315	0.558	-4.7285
TARA_N000001599	42.883038	-3906	0.050989	23.88925	0.091415	0.0021	145	67	75	0.006	0.2975	0.0315	0.558	-4.7285
TARA_N000001600	42.883038	-3906	0.050989	23.88925	0.091415	0.0021	145	67	75	0.006	0.2975	0.0315	0.558	-4.7285
TARA_N000001601	43.099552	-3880	0.050989	23.88925	0.091415	0.0021	141	67	78	0.006	0.2975	0.0315	0.558	-4.7285
TARA_N000001604	44.535168	-3678	0.045278	25.349495	0.227673	0.002631	56	43	53	0.137	0.67725	6.1625	1.15025	-4.6735
TARA_N000001606	44.535168	-3678	0.045278	22.596675	0.258187	0.002856	56	43	53	0.1635	0.7785	5.6545	1.8815	-6.8015
TARA_N000001608	44.535168	-3678	0.045278	25.349495	0.227673	0.002631	56	43	53	0.137	0.67725	6.1625	1.15025	-4.6735
TARA_N000001610	44.535168	-3678	0.045278	22.596675	0.258187	0.002856	56	43	53	0.1635	0.7785	5.6545	1.8815	-6.8015
TARA_N000001612	45.204163	-3678	0.045278	25.349495	0.227673	0.002631	56	43	53	0.137	0.67725	6.1625	1.15025	-4.6735
TARA_N000001614	44.535168	-3678	0.045278	22.596675	0.258187	0.002856	56	43	53	0.1635	0.7785	5.6545	1.8815	-6.8015
TARA_N000001616	44.535168	-3678	0.045278	25.349495	0.227673	0.002631	56	43	53	0.137	0.67725	6.1625	1.15025	-4.6735
TARA_N000001618	42.91527	-3678	0.045278	22.02668	0.239566	0.002856	56	43	53	0.1635	0.7785	5.6545	1.8815	-6.8015
TARA_N000001620	45.204163	-3678	0.045278	25.349495	0.227673	0.002631	56	43	53	0.137	0.67725	6.1625	1.15025	-4.6735
TARA_N000001622	42.91527	-3678	0.045278	22.02668	0.239566	0.002856	56	43	53	0.1635	0.7785	5.6545	1.8815	-6.8015
TARA_N000001642	44.535168	-3412	0.045278	12.806365	0.019279	0.001831	61	45	56	0.131	2.68675	23.251	20.9015	-19.737
TARA_N000001643	44.535168	-3412	0.045278	12.806365	0.019279	0.001831	61	45	56	0.131	2.68675	23.251	20.9015	-19.737
TARA_N000001646	50.473106	-4111	0.012324	24.958885	0.264409	0.002808	26	22	34	0.3285	1.02575	12.8225	5.04425	-3.5895
TARA_N000001648	50.12605	-4117	0.012324	19.781235	0.365239	0.003152	39	11	44	1.202	1.8615	24.3645	10.5045	-5.4195
TARA_N000001650	50.473106	-4111	0.012324	24.958885	0.264409	0.002808	26	22	34	0.3285	1.02575	12.8225	5.04425	-3.5895
TARA_N000001652	50.12605	-4117	0.012324	19.781235	0.365239	0.003152	39	11	44	1.202	1.8615	24.3645	10.5045	-5.4195
