sample_id_pangaea	sample_material	event_date	event_latitude	event_longitude	depth_nominal	marine_biome	ocean_region	biogeo_province	station	depth	size_fraction	lower_size_fraction	upper_size_fraction	depthplot	sizeplot	station_plot	biomeplot	polar	abs_lat	uniq	complete	coral_station
TARA_N000003196	TARA_144_MES_3->	2012-01-30T22:16:45	36.4121	-72.9289	390	Coastal Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[CHSB] Cheasapeake Bay Province	144	MES	3->	3		MES	nano	144 MES	Coastal	Non polar	36.4121	yes	no	no
TARA_N000003215	TARA_145_SRF_0.8->	2012-02-02T11:52	39.2305	-70.0377	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	SRF	0.8->	0.8		SRF	piconano	145 SRF	Westerlies	Non polar	39.2305	yes	yes	no
TARA_N000003219	TARA_145_SRF_0.8-5	2012-02-02T11:52	39.2305	-70.0377	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	SRF	0.8-5	0.8	5	SRF	piconano	145 SRF	Westerlies	Non polar	39.2305	no	no	no
TARA_N000003223	TARA_145_SRF_5-20	2012-02-02T15:44	39.194	-70.0499	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	SRF	5-20	5	20	SRF	nano	145 SRF	Westerlies	Non polar	39.194	yes	yes	no
TARA_N000003227	TARA_145_SRF_20-180	2012-02-02T14:46	39.2077	-70.034	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	SRF	20-180	20	180	SRF	micro	145 SRF	Westerlies	Non polar	39.2077	yes	yes	no
TARA_N000003231	TARA_145_SRF_180-2000	2012-02-02T13:48	39.2214	-70.0322	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	SRF	180-2000	180	2000	SRF	meso	145 SRF	Westerlies	Non polar	39.2214	yes	yes	no
TARA_N000003235	TARA_145_MES_0.8-3	2012-02-02T18:36:58	39.2392	-70.0343	590	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	MES	0.8-3	0.8	3	MES	piconano	145 MES	Westerlies	Non polar	39.2392	yes	no	no
TARA_N000003236	TARA_145_MES_3->	2012-02-02T18:36:58	39.2392	-70.0343	590	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	145	MES	3->	3		MES	nano	145 MES	Westerlies	Non polar	39.2392	yes	no	no
TARA_N000003240	TARA_146_SRF_180-2000	2012-02-15T15:15	34.7631	-71.2422	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	146	SRF	180-2000	180	2000	SRF	meso	146 SRF	Westerlies	Non polar	34.7631	yes	yes	no
TARA_N000003246	TARA_146_SRF_20-180	2012-02-15T16:08	34.7942	-71.2229	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	146	SRF	20-180	20	180	SRF	micro	146 SRF	Westerlies	Non polar	34.7942	yes	yes	no
TARA_N000003249	TARA_146_SRF_0.8->	2012-02-15T12:54	34.6712	-71.3093	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	146	SRF	0.8->	0.8		SRF	piconano	146 SRF	Westerlies	Non polar	34.6712	yes	yes	no
TARA_N000003253	TARA_146_SRF_0.8-5	2012-02-15T12:54	34.6712	-71.3093	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	146	SRF	0.8-5	0.8	5	SRF	piconano	146 SRF	Westerlies	Non polar	34.6712	no	no	no
TARA_N000003257	TARA_146_SRF_5-20	2012-02-15T16:49	34.8217	-71.21	5	Westerlies Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[GFST] Gulf Stream Province (MRGID:21454)	146	SRF	5-20	5	20	SRF	nano	146 SRF	Westerlies	Non polar	34.8217	yes	yes	no
TARA_N010000003	TARA_189_SRF_20-180	2013-08-27T10:30:00	77.9378	116.81	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	SRF	20-180	20	180	SRF	micro	189 SRF	Polar	Polar	77.9378	yes	yes	no
TARA_N010000007	TARA_189_DCM_20-180	2013-08-27T10:51:00	77.9464	116.764	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	DCM	20-180	20	180	MIX/DCM	micro	189 MIX/DCM	Polar	Polar	77.9464	yes	yes	no
TARA_N010000011	TARA_189_SRF_180-2000	2013-08-27T04:12:00	77.9352	116.9459	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	SRF	180-2000	180	2000	SRF	meso	189 SRF	Polar	Polar	77.9352	yes	yes	no
TARA_N010000015	TARA_189_DCM_180-2000	2013-08-27T04:34:00	77.9401	116.9045	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	DCM	180-2000	180	2000	MIX/DCM	meso	189 MIX/DCM	Polar	Polar	77.9401	yes	yes	no
TARA_N010000019	TARA_189_SRF_0.8->	2013-08-27T01:53:00	77.9028	117.1545	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	SRF	0.8->	0.8		SRF	piconano	189 SRF	Polar	Polar	77.9028	yes	yes	no
TARA_N010000023	TARA_189_DCM_0.8->	2013-08-27T11:40:00	77.9668	116.6556	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	DCM	0.8->	0.8		MIX/DCM	piconano	189 MIX/DCM	Polar	Polar	77.9668	yes	yes	no
TARA_N010000026	TARA_189_SRF_3-20	2013-08-27T01:53:00	77.9028	117.1545	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	SRF	3-20	3	20	SRF	nano	189 SRF	Polar	Polar	77.9028	yes	yes	no
TARA_N010000031	TARA_189_DCM_3-20	2013-08-27T11:40:00	77.9668	116.6556	20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	DCM	3-20	3	20	MIX/DCM	nano	189 MIX/DCM	Polar	Polar	77.9668	yes	yes	no
TARA_N010000037	TARA_189_MES_0.8->	2013-08-28T00:47:00	78.0391	116.4105	299	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	MES	0.8->	0.8		MES	piconano	189 MES	Polar	Polar	78.0391	yes	no	no
TARA_N010000041	TARA_189_MES_3-20	2013-08-28T00:47:00	78.0391	116.4105	299	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	MES	3-20	3	20	MES	nano	189 MES	Polar	Polar	78.0391	yes	no	no
TARA_N010000042	TARA_189_MES_3-20	2013-08-28T00:47:00	78.0391	116.4105	299	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	189	MES	3-20	3	20	MES	nano	189 MES	Polar	Polar	78.0391	no	no	no
TARA_N010000054	TARA_191_SRF_0.8->	2013-09-02T22:37:00	71.5955	160.9383	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	191	SRF	0.8->	0.8		SRF	piconano	191 SRF	Polar	Polar	71.5955	yes	yes	no
TARA_N010000056	TARA_191_SRF_3-20	2013-09-02T22:37:00	71.5955	160.9383	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	191	SRF	3-20	3	20	SRF	nano	191 SRF	Polar	Polar	71.5955	yes	yes	no
TARA_N010000061	TARA_191_SRF_20-180	2013-09-03T00:35:00	71.5402	160.9428	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	191	SRF	20-180	20	180	SRF	micro	191 SRF	Polar	Polar	71.5402	yes	yes	no
TARA_N010000065	TARA_191_SRF_180-2000	2013-09-02T23:25:00	71.5719	160.9383	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	191	SRF	180-2000	180	2000	SRF	meso	191 SRF	Polar	Polar	71.5719	yes	yes	no
TARA_N010000069	TARA_193_SRF_0.8->	2013-09-08T02:45:00	71.0704	174.9916	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	193	SRF	0.8->	0.8		SRF	piconano	193 SRF	Polar	Polar	71.0704	yes	yes	no
TARA_N010000073	TARA_193_SRF_3-20	2013-09-08T02:45:00	71.0704	174.9916	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	193	SRF	3-20	3	20	SRF	nano	193 SRF	Polar	Polar	71.0704	yes	yes	no
TARA_N010000080	TARA_193_SRF_20-180	2013-09-08T05:56:00	71.1493	174.8171	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	193	SRF	20-180	20	180	SRF	micro	193 SRF	Polar	Polar	71.1493	yes	yes	no
TARA_N010000084	TARA_193_SRF_180-2000	2013-09-08T04:08:00	71.1065	174.9101	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	193	SRF	180-2000	180	2000	SRF	meso	193 SRF	Polar	Polar	71.1065	yes	yes	no
TARA_N010000088	TARA_194_SRF_0.8->	2013-09-11T20:00:00	73.3833	-168.1333	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	SRF	0.8->	0.8		SRF	piconano	194 SRF	Polar	Polar	73.3833	yes	yes	no
TARA_N010000091	TARA_194_SRF_3-20	2013-09-11T20:00:00	73.3833	-168.1333	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	SRF	3-20	3	20	SRF	nano	194 SRF	Polar	Polar	73.3833	yes	yes	no
TARA_N010000097	TARA_194_DCM_0.8->	2013-09-12T03:59:00	73.3275	-168.8142	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	DCM	0.8->	0.8		MIX/DCM	piconano	194 MIX/DCM	Polar	Polar	73.3275	yes	yes	no
TARA_N010000100	TARA_194_DCM_3-20	2013-09-12T03:59:00	73.3275	-168.8142	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	DCM	3-20	3	20	MIX/DCM	nano	194 MIX/DCM	Polar	Polar	73.3275	yes	yes	no
TARA_N010000106	TARA_194_SRF_20-180	2013-09-11T22:32:00	73.3826	-168.3204	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	SRF	20-180	20	180	SRF	micro	194 SRF	Polar	Polar	73.3826	yes	yes	no
TARA_N010000110	TARA_194_SRF_180-2000	2013-09-11T21:37:00	73.3802	-168.2324	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	SRF	180-2000	180	2000	SRF	meso	194 SRF	Polar	Polar	73.3802	yes	yes	no
TARA_N010000113	TARA_194_DCM_20-180	2013-09-12T01:59:00	73.3727	-168.6575	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	DCM	20-180	20	180	MIX/DCM	micro	194 MIX/DCM	Polar	Polar	73.3727	yes	yes	no
TARA_N010000118	TARA_194_DCM_180-2000	2013-09-12T02:24:00	73.3626	-168.6933	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	194	DCM	180-2000	180	2000	MIX/DCM	meso	194 MIX/DCM	Polar	Polar	73.3626	yes	yes	no
TARA_N010000122	TARA_196_SRF_0.8->	2013-09-14T17:30:00	71.8895	-154.9101	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	196	SRF	0.8->	0.8		SRF	piconano	196 SRF	Polar	Polar	71.8895	yes	yes	no
TARA_N010000125	TARA_196_SRF_3-20	2013-09-14T17:30:00	71.8895	-154.9101	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	196	SRF	3-20	3	20	SRF	nano	196 SRF	Polar	Polar	71.8895	yes	yes	no
TARA_N010000131	TARA_196_SRF_20-180	2013-09-14T20:00:00	71.9199	-154.9339	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	196	SRF	20-180	20	180	SRF	micro	196 SRF	Polar	Polar	71.9199	yes	yes	no
TARA_N010000135	TARA_196_SRF_180-2000	2013-09-14T19:20:00	71.912	-154.9145	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	196	SRF	180-2000	180	2000	SRF	meso	196 SRF	Polar	Polar	71.912	yes	yes	no
TARA_N010000149	TARA_201_SRF_0.8->	2013-09-30T15:02:00	74.2987	-85.7806	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	SRF	0.8->	0.8		SRF	piconano	201 SRF	Polar	Polar	74.2987	yes	yes	no
TARA_N010000154	TARA_201_DCM_0.8->	2013-09-30T22:33:00	74.3386	-85.6208	36	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	DCM	0.8->	0.8		MIX/DCM	piconano	201 MIX/DCM	Polar	Polar	74.3386	yes	yes	no
TARA_N010000157	TARA_201_SRF_3-20	2013-09-30T15:02:00	74.2987	-85.7806	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	SRF	3-20	3	20	SRF	nano	201 SRF	Polar	Polar	74.2987	yes	yes	no
TARA_N010000162	TARA_201_DCM_3-20	2013-09-30T22:33:00	74.3386	-85.6208	36	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	DCM	3-20	3	20	MIX/DCM	nano	201 MIX/DCM	Polar	Polar	74.3386	yes	yes	no
TARA_N010000166	TARA_201_SRF_20-180	2013-09-30T18:04:00	74.3253	-85.9172	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	SRF	20-180	20	180	SRF	micro	201 SRF	Polar	Polar	74.3253	yes	yes	no
TARA_N010000170	TARA_201_DCM_20-180	2013-09-30T20:01:00	74.3207	-85.7363	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	DCM	20-180	20	180	MIX/DCM	micro	201 MIX/DCM	Polar	Polar	74.3207	yes	yes	no
TARA_N010000174	TARA_201_SRF_180-2000	2013-09-30T18:04:00	74.3253	-85.9172	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	SRF	180-2000	180	2000	SRF	meso	201 SRF	Polar	Polar	74.3253	yes	yes	no
TARA_N010000180	TARA_201_DCM_180-2000	2013-09-30T20:01:00	74.3207	-85.7363	35	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	DCM	180-2000	180	2000	MIX/DCM	meso	201 MIX/DCM	Polar	Polar	74.3207	yes	yes	no
TARA_N010000185	TARA_201_MES_0.8->	2013-09-29T16:37:00	74.305	-85.6552	441	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	MES	0.8->	0.8		MES	piconano	201 MES	Polar	Polar	74.305	yes	no	no
TARA_N010000190	TARA_175_SRF_20-180	2013-07-10T07:39:00	79.2009	66.6071	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	SRF	20-180	20	180	SRF	micro	175 SRF	Polar	Polar	79.2009	yes	yes	no
TARA_N010000198	TARA_175_SRF_180-2000	2013-07-10T05:42:00	79.2263	66.397	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	SRF	180-2000	180	2000	SRF	meso	175 SRF	Polar	Polar	79.2263	yes	yes	no
TARA_N010000204	TARA_201_MES_3-20	2013-09-29T16:37:00	74.305	-85.6552	441	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	201	MES	3-20	3	20	MES	nano	201 MES	Polar	Polar	74.305	yes	no	no
TARA_N010000212	TARA_205_SRF_0.8->	2013-10-08T12:15:00	72.4693	-71.892	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	205	SRF	0.8->	0.8		SRF	piconano	205 SRF	Polar	Polar	72.4693	yes	yes	no
TARA_N010000218	TARA_205_SRF_3-20	2013-10-08T12:15:00	72.4693	-71.892	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	205	SRF	3-20	3	20	SRF	nano	205 SRF	Polar	Polar	72.4693	yes	yes	no
TARA_N010000225	TARA_205_SRF_20-180	2013-10-08T16:13:00	72.4688	-71.8979	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	205	SRF	20-180	20	180	SRF	micro	205 SRF	Polar	Polar	72.4688	yes	yes	no
TARA_N010000229	TARA_205_SRF_180-2000	2013-10-08T14:39:00	72.4376	-71.8843	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	205	SRF	180-2000	180	2000	SRF	meso	205 SRF	Polar	Polar	72.4376	yes	yes	no
TARA_N010000231	TARA_205_MES_0.8->	2013-10-08T18:24:00	72.4456	-71.8814	491	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	205	MES	0.8->	0.8		MES	piconano	205 MES	Polar	Polar	72.4456	yes	no	no
TARA_N010000238	TARA_205_MES_3-20	2013-10-08T18:24:00	72.4456	-71.8814	491	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	205	MES	3-20	3	20	MES	nano	205 MES	Polar	Polar	72.4456	yes	no	no
TARA_N010000244	TARA_206_SRF_0.8->	2013-10-12T11:09:00	70.9574	-53.5989	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	206	SRF	0.8->	0.8		SRF	piconano	206 SRF	Polar	Polar	70.9574	yes	yes	no
TARA_N010000253	TARA_206_SRF_3-20	2013-10-12T11:09:00	70.9574	-53.5989	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	206	SRF	3-20	3	20	SRF	nano	206 SRF	Polar	Polar	70.9574	yes	yes	no
TARA_N010000264	TARA_206_SRF_20-180	2013-10-12T15:41:00	70.9372	-53.5195	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	206	SRF	20-180	20	180	SRF	micro	206 SRF	Polar	Polar	70.9372	yes	yes	no
TARA_N010000272	TARA_206_SRF_180-2000	2013-10-12T13:50:00	70.971	-53.5868	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	206	SRF	180-2000	180	2000	SRF	meso	206 SRF	Polar	Polar	70.971	yes	yes	no
TARA_N010000281	TARA_206_MES_0.8->	2013-10-12T18:02:00	70.9433	-53.5127	411	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	206	MES	0.8->	0.8		MES	piconano	206 MES	Polar	Polar	70.9433	yes	no	no
TARA_N010000283	TARA_206_MES_3-20	2013-10-12T18:02:00	70.9433	-53.5127	411	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	206	MES	3-20	3	20	MES	nano	206 MES	Polar	Polar	70.9433	yes	no	no
TARA_N010000287	TARA_208_SRF_0.8->	2013-10-20T10:34:00	69.1136	-51.5086	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	208	SRF	0.8->	0.8		SRF	piconano	208 SRF	Polar	Polar	69.1136	yes	yes	no
TARA_N010000291	TARA_208_SRF_20-180	2013-10-20T13:59:00	69.1186	-51.6096	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	208	SRF	20-180	20	180	SRF	micro	208 SRF	Polar	Polar	69.1186	yes	yes	no
TARA_N010000295	TARA_208_SRF_3-20	2013-10-20T10:34:00	69.1136	-51.5086	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	208	SRF	3-20	3	20	SRF	nano	208 SRF	Polar	Polar	69.1136	yes	yes	no
TARA_N010000300	TARA_208_SRF_180-2000	2013-10-20T12:47:00	69.1163	-51.5714	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	208	SRF	180-2000	180	2000	SRF	meso	208 SRF	Polar	Polar	69.1163	yes	yes	no
TARA_N010000304	TARA_209_SRF_0.8->	2013-10-23T10:25:00	64.7127	-53.0106	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	209	SRF	0.8->	0.8		SRF	piconano	209 SRF	Polar	Polar	64.7127	yes	yes	no
TARA_N010000308	TARA_209_SRF_3-20	2013-10-23T10:25:00	64.7127	-53.0106	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	209	SRF	3-20	3	20	SRF	nano	209 SRF	Polar	Polar	64.7127	yes	yes	no
TARA_N010000313	TARA_209_MES_0.8->	2013-10-23T17:36:00	64.7	-52.996	351	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	209	MES	0.8->	0.8		MES	piconano	209 MES	Polar	Polar	64.7	yes	no	no
TARA_N010000318	TARA_173_SRF_180-2000	2013-07-08T07:43:00	78.9299	79.2276	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	173	SRF	180-2000	180	2000	SRF	meso	173 SRF	Polar	Polar	78.9299	yes	yes	no
TARA_N010000322	TARA_173_DCM_180-2000	2013-07-08T14:18:00	78.9319	79.0846	33	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	173	DCM	180-2000	180	2000	MIX/DCM	meso	173 MIX/DCM	Polar	Polar	78.9319	yes	no	no
TARA_N010000326	TARA_175_MIX_20-180	2013-07-11T05:45:00	79.3473	66.2868	0-100	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	MIX	20-180	20	180	MIX/DCM	micro	175 MIX/DCM	Polar	Polar	79.3473	yes	yes	no
TARA_N010000330	TARA_175_MIX_0.8->	2013-07-11T06:13:00	79.3349	66.2954	10-100	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	MIX	0.8->	0.8		MIX/DCM	piconano	175 MIX/DCM	Polar	Polar	79.3349	yes	yes	no
TARA_N010000334	TARA_175_MIX_3-20	2013-07-11T06:13:00	79.3349	66.2954	10-100	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	MIX	3-20	3	20	MIX/DCM	nano	175 MIX/DCM	Polar	Polar	79.3349	yes	yes	no
TARA_N010000338	TARA_175_MIX_180-2000	2013-07-11T12:25:00	79.4865	66.1758	0-100	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	MIX	180-2000	180	2000	MIX/DCM	meso	175 MIX/DCM	Polar	Polar	79.4865	yes	yes	no
TARA_N010000439	TARA_175_ZZZ_3-20	2013-07-10T11:00:00	79.2026	66.4827	200	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	ZZZ	3-20	3	20		nano	175 NA	Polar	Polar	79.2026	yes	no	no
TARA_N010000444	TARA_175_SRF_3-20	2013-07-10T03:58:00	79.2233	66.3435	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	SRF	3-20	3	20	SRF	nano	175 SRF	Polar	Polar	79.2233	yes	yes	no
TARA_N010000450	TARA_175_ZZZ_0.8->	2013-07-10T11:00:00	79.2026	66.4827	200	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	ZZZ	0.8->	0.8			piconano	175 NA	Polar	Polar	79.2026	yes	no	no
TARA_N010000452	TARA_175_SRF_0.8->	2013-07-10T03:58:00	79.2233	66.3435	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	175	SRF	0.8->	0.8		SRF	piconano	175 SRF	Polar	Polar	79.2233	yes	yes	no
TARA_N010000467	TARA_163_SRF_180-2000	2013-06-09T09:07:00	76.1872	1.5879	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	163	SRF	180-2000	180	2000	SRF	meso	163 SRF	Polar	Polar	76.1872	yes	yes	no
TARA_N010000474	TARA_163_SRF_20-180	2013-06-09T09:07:00	76.1872	1.5879	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	163	SRF	20-180	20	180	SRF	micro	163 SRF	Polar	Polar	76.1872	yes	yes	no
TARA_N010000479	TARA_163_MES_3-20	2013-06-10T08:38:00	76.1246	1.3648	499	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	163	MES	3-20	3	20	MES	nano	163 MES	Polar	Polar	76.1246	yes	no	no
TARA_N010000481	TARA_163_MES_0.8->	2013-06-10T08:38:00	76.1246	1.3648	499	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	163	MES	0.8->	0.8		MES	piconano	163 MES	Polar	Polar	76.1246	yes	no	no
TARA_N010000490	TARA_168_SRF_0.8->	2013-07-01T03:20:00	72.5128	44.0775	5	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	168	SRF	0.8->	0.8		SRF	piconano	168 SRF	Polar	Polar	72.5128	yes	yes	no
